smells_analysis,Sex, 18 mai 2018 16:12:20 BRT
Method,CALL,CALLED,CALLEDp,CDENS,CONTROL,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),LOC,LOOP,LOOP_NEST,NBD,NCLOC,NP,NTP,RLOC,STAT,v(G)
"org.apache.tools.tar.TarBuffer.readBlock()",5,2,2,"38,10%",8,5,13,66,2,n/a,6,57,1,1,3,33,0,0,"15,53%",21,8
"org.apache.tools.tar.TarBuffer.readRecord()",5,2,2,"33,33%",4,4,8,44,2,n/a,3,27,0,0,2,21,0,0,"7,36%",12,6
"org.apache.tools.tar.TarBuffer.setDebug(boolean)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"2,18%",1,1
"org.apache.tools.tar.TarBuffer.skipRecord()",3,0,0,"42,86%",3,3,4,24,1,n/a,3,17,0,0,1,13,0,0,"4,63%",7,5
"org.apache.tools.tar.TarBuffer.writeBlock()",5,3,3,"22,22%",2,2,7,32,1,n/a,2,16,0,0,1,13,0,0,"4,36%",9,3
"org.apache.tools.tar.TarBuffer.writeRecord(byte[])",6,4,4,"41,67%",5,4,7,50,2,n/a,3,31,0,0,2,25,1,0,"8,45%",12,6
"org.apache.tools.tar.TarBuffer.writeRecord(byte[],int)",6,1,1,"41,67%",5,4,7,55,2,n/a,3,34,0,0,2,25,2,0,"9,26%",12,6
"org.apache.tools.tar.TarEntry.TarEntry()",3,4,4,"8,33%",1,1,11,53,1,n/a,2,18,0,0,1,15,0,0,"1,80%",12,2
"org.apache.tools.tar.TarEntry.TarEntry(File)",2,2,1,"0,00%",0,1,1,6,0,n/a,1,10,0,0,0,3,1,0,"1,00%",1,1
"org.apache.tools.tar.TarEntry.TarEntry(File,String)",7,1,1,"10,53%",2,1,17,88,2,n/a,3,32,0,0,2,25,2,0,"3,21%",19,4
"org.apache.tools.tar.TarEntry.TarEntry(String)",1,2,1,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.TarEntry(String,boolean)",5,2,2,"0,00%",0,1,15,71,0,n/a,1,25,0,0,0,17,2,0,"2,51%",15,3
"org.apache.tools.tar.TarEntry.TarEntry(String,byte)",1,2,2,"20,00%",1,1,4,16,1,n/a,1,14,0,0,1,8,2,0,"1,40%",5,2
"org.apache.tools.tar.TarEntry.TarEntry(byte[])",2,0,0,"0,00%",0,1,2,5,0,n/a,1,11,0,0,0,4,1,0,"1,10%",2,1
"org.apache.tools.tar.TarEntry.TarEntry(byte[],ZipEncoding)",2,1,1,"0,00%",0,1,2,6,0,n/a,1,14,0,0,0,5,2,0,"1,40%",2,1
"org.apache.tools.tar.TarEntry.equals(Object)",3,69,68,"33,33%",1,2,2,15,1,n/a,2,14,0,0,1,7,1,0,"1,40%",3,3
"org.apache.tools.tar.TarEntry.equals(TarEntry)",3,1,1,"0,00%",0,1,1,7,0,n/a,1,10,0,0,0,3,1,0,"1,00%",1,1
"org.apache.tools.tar.TarEntry.evaluateType(byte[])",2,1,1,"40,00%",2,3,3,15,1,n/a,1,15,0,0,1,9,1,0,"1,50%",5,3
"org.apache.tools.tar.TarEntry.getDevMajor()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getDevMinor()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getDirectoryEntries()",4,0,0,"22,22%",2,2,7,34,1,n/a,2,17,1,1,1,11,0,0,"1,70%",9,4
"org.apache.tools.tar.TarEntry.getFile()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getGroupId()",0,1,1,"0,00%",0,1,1,5,0,n/a,1,11,0,0,0,4,0,0,"1,10%",1,1
"org.apache.tools.tar.TarEntry.getGroupName()",1,1,1,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getLinkName()",1,1,1,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getLongGroupId()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.getLongUserId()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.getModTime()",1,5,5,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getMode()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getName()",1,17,15,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getRealSize()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getSize()",0,7,7,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.getUserId()",0,1,1,"0,00%",0,1,1,5,0,n/a,1,11,0,0,0,4,0,0,"1,10%",1,1
"org.apache.tools.tar.TarEntry.getUserName()",1,1,1,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.hashCode()",2,15,13,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,4,0,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.isBlockDevice()",0,0,0,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,0,0,"0,60%",1,1
"org.apache.tools.tar.TarEntry.isCharacterDevice()",0,0,0,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,0,0,"0,70%",1,1
"org.apache.tools.tar.TarEntry.isDescendent(TarEntry)",3,0,0,"0,00%",0,1,1,7,0,n/a,1,11,0,0,0,3,1,0,"1,10%",1,1
"org.apache.tools.tar.TarEntry.isDirectory()",3,5,5,"42,86%",3,4,4,17,1,n/a,2,17,0,0,1,12,0,0,"1,70%",7,4
"org.apache.tools.tar.TarEntry.isEqual(byte[],int,int,byte[],int,int,boolean)",0,1,1,"40,91%",9,10,13,62,3,n/a,1,43,3,1,4,31,7,0,"4,31%",22,11
"org.apache.tools.tar.TarEntry.isExtended()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.isFIFO()",0,0,0,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,0,0,"0,60%",1,1
"org.apache.tools.tar.TarEntry.isFile()",3,0,0,"40,00%",2,3,3,20,1,n/a,2,13,0,0,1,9,0,0,"1,30%",5,4
"org.apache.tools.tar.TarEntry.isGNULongLinkEntry()",1,1,1,"0,00%",0,1,1,8,0,n/a,2,9,0,0,0,4,0,0,"0,90%",1,2
"org.apache.tools.tar.TarEntry.isGNULongNameEntry()",1,1,1,"0,00%",0,1,1,8,0,n/a,2,9,0,0,0,4,0,0,"0,90%",1,2
"org.apache.tools.tar.TarEntry.isGNUSparse()",0,2,2,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.isGlobalPaxHeader()",0,0,0,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.isLink()",0,1,1,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,0,0,"0,70%",1,1
"org.apache.tools.tar.TarEntry.isPaxHeader()",0,1,1,"0,00%",0,1,1,7,0,n/a,1,9,0,0,0,4,0,0,"0,90%",1,2
"org.apache.tools.tar.TarEntry.isSymbolicLink()",0,1,1,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,0,0,"0,70%",1,1
"org.apache.tools.tar.TarEntry.matchAsciiBuffer(String,byte[],int,int)",3,2,2,"20,00%",1,1,4,18,0,n/a,1,20,0,0,1,11,4,0,"2,00%",5,2
"org.apache.tools.tar.TarEntry.normalizeFileName(String,boolean)",13,3,3,"43,75%",7,1,9,99,4,n/a,9,36,1,1,4,27,2,0,"3,61%",16,13
"org.apache.tools.tar.TarEntry.parseTarHeader(byte[])",3,1,1,"40,00%",2,1,3,13,0,n/a,2,18,0,0,2,11,1,0,"1,80%",5,3
"org.apache.tools.tar.TarEntry.parseTarHeader(byte[],ZipEncoding)",1,2,2,"0,00%",0,1,1,5,0,n/a,1,13,0,0,0,4,2,0,"1,30%",1,1
"org.apache.tools.tar.TarEntry.parseTarHeader(byte[],ZipEncoding,boolean)",25,2,2,"14,00%",7,2,43,278,1,n/a,9,67,0,0,3,65,3,0,"6,71%",50,11
"org.apache.tools.tar.TarEntry.setDevMajor(int)",1,1,1,"33,33%",1,2,2,12,1,n/a,1,13,0,0,1,7,1,0,"1,30%",3,2
"org.apache.tools.tar.TarEntry.setDevMinor(int)",1,1,1,"33,33%",1,2,2,12,1,n/a,1,13,0,0,1,7,1,0,"1,30%",3,2
"org.apache.tools.tar.TarEntry.setGroupId(int)",1,3,3,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setGroupId(long)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.setGroupName(String)",0,4,4,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setIds(int,int)",2,0,0,"0,00%",0,1,2,6,0,n/a,1,10,0,0,0,4,2,0,"1,00%",2,1
"org.apache.tools.tar.TarEntry.setLinkName(String)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setModTime(Date)",1,1,1,"0,00%",0,1,1,7,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setModTime(long)",0,2,2,"0,00%",0,1,1,5,0,n/a,1,9,0,0,0,3,1,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.setMode(int)",0,3,3,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setName(String)",1,2,2,"0,00%",0,1,1,7,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setNames(String,String)",2,0,0,"0,00%",0,1,2,6,0,n/a,1,10,0,0,0,4,2,0,"1,00%",2,1
"org.apache.tools.tar.TarEntry.setSize(long)",1,4,4,"33,33%",1,2,2,11,1,n/a,1,12,0,0,1,6,1,0,"1,20%",3,2
"org.apache.tools.tar.TarEntry.setUserId(int)",1,3,3,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.setUserId(long)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"0,90%",1,1
"org.apache.tools.tar.TarEntry.setUserName(String)",0,4,4,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,80%",1,1
"org.apache.tools.tar.TarEntry.writeEntryHeader(byte[])",3,0,0,"40,00%",2,1,3,14,0,n/a,2,19,0,0,2,11,1,0,"1,90%",5,3
"org.apache.tools.tar.TarEntry.writeEntryHeader(byte[],ZipEncoding,boolean)",15,3,3,"8,33%",2,1,22,162,0,n/a,1,46,2,1,1,36,3,0,"4,61%",24,3
"org.apache.tools.tar.TarEntry.writeEntryHeaderField(long,byte[],int,int,boolean)",2,7,7,"33,33%",1,2,2,34,1,n/a,2,12,0,0,1,9,5,0,"1,20%",3,4
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream)",1,3,2,"0,00%",0,1,1,7,0,n/a,1,7,0,0,0,3,1,0,"1,26%",1,1
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream,String)",1,2,2,"0,00%",0,1,1,8,0,n/a,1,8,0,0,0,3,2,0,"1,44%",1,1
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream,int)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,2,0,"1,44%",1,1
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream,int,String)",1,0,0,"0,00%",0,1,1,7,0,n/a,1,9,0,0,0,3,3,0,"1,62%",1,1
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream,int,int)",1,2,2,"0,00%",0,1,1,6,0,n/a,1,9,0,0,0,3,3,0,"1,62%",1,1
"org.apache.tools.tar.TarInputStream.TarInputStream(InputStream,int,int,String)",3,3,3,"0,00%",0,1,7,34,0,n/a,1,17,0,0,0,10,4,0,"3,06%",7,1
"org.apache.tools.tar.TarInputStream.applyPaxHeadersToCurrentEntry(Map<String, String>)",29,1,1,"47,83%",11,1,12,111,1,n/a,12,38,1,1,2,27,1,0,"6,85%",23,12
"org.apache.tools.tar.TarInputStream.available()",0,17,10,"33,33%",1,2,2,13,1,n/a,1,19,0,0,1,7,0,0,"3,42%",3,2
"org.apache.tools.tar.TarInputStream.canReadEntryData(TarEntry)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,44%",1,1
"org.apache.tools.tar.TarInputStream.close()",1,37,27,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,4,0,0,"1,44%",1,1
"org.apache.tools.tar.TarInputStream.copyEntryContents(OutputStream)",2,0,0,"50,00%",3,3,3,18,1,n/a,2,17,1,1,2,10,1,0,"3,06%",6,3
"org.apache.tools.tar.TarInputStream.getLongNameData()",6,2,2,"25,00%",4,2,12,60,1,n/a,3,32,2,1,1,22,0,0,"5,77%",16,6
"org.apache.tools.tar.TarInputStream.getNextEntry()",25,8,6,"34,15%",14,10,27,131,2,n/a,10,89,1,1,3,66,0,0,"16,04%",41,15
"org.apache.tools.tar.TarInputStream.getRecord()",4,2,2,"41,67%",5,2,7,34,2,n/a,5,30,0,0,2,18,0,0,"5,41%",12,7
"org.apache.tools.tar.TarInputStream.getRecordSize()",1,0,0,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"1,44%",1,1
"org.apache.tools.tar.TarInputStream.mark(int)",0,1,1,"0,00%",0,1,0,0,0,n/a,1,8,0,0,0,3,1,0,"1,44%",0,1
"org.apache.tools.tar.TarInputStream.markSupported()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,4,0,0,"1,62%",1,1
"org.apache.tools.tar.TarInputStream.parsePaxHeaders(InputStream)",10,1,1,"36,67%",11,8,19,99,3,n/a,7,49,4,4,6,45,1,0,"8,83%",30,10
"org.apache.tools.tar.TarInputStream.paxHeaders()",3,1,1,"0,00%",0,1,3,8,0,n/a,1,5,0,0,0,5,0,0,"0,90%",3,1
"org.apache.tools.tar.TarInputStream.read()",1,49,34,"0,00%",0,1,2,16,0,n/a,1,13,0,0,0,5,0,0,"2,34%",2,2
"org.apache.tools.tar.TarInputStream.read(byte[],int,int)",7,19,19,"20,59%",7,4,27,139,2,n/a,5,62,1,1,2,48,3,0,"11,17%",34,9
"org.apache.tools.tar.TarInputStream.readGNUSparse()",4,1,1,"50,00%",4,4,4,16,2,n/a,3,28,1,1,3,13,0,0,"5,05%",8,4
"org.apache.tools.tar.TarInputStream.reset()",0,1,1,"0,00%",0,1,0,0,0,n/a,1,6,0,0,0,3,0,0,"1,08%",0,1
"org.apache.tools.tar.TarInputStream.setDebug(boolean)",1,0,0,"0,00%",0,1,2,8,0,n/a,1,9,0,0,0,4,1,0,"1,62%",2,1
"org.apache.tools.tar.TarInputStream.skip(long)",1,1,1,"37,50%",3,3,5,29,1,n/a,2,28,1,1,2,14,1,0,"5,05%",8,4
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream)",1,2,0,"0,00%",0,1,1,7,0,n/a,1,7,0,0,0,3,1,0,"1,28%",1,1
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream,String)",1,1,1,"0,00%",0,1,1,8,0,n/a,1,8,0,0,0,3,2,0,"1,46%",1,1
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream,int)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,2,0,"1,46%",1,1
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream,int,String)",1,0,0,"0,00%",0,1,1,7,0,n/a,1,9,0,0,0,3,3,0,"1,65%",1,1
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream,int,int)",1,2,2,"0,00%",0,1,1,6,0,n/a,1,9,0,0,0,3,3,0,"1,65%",1,1
"org.apache.tools.tar.TarOutputStream.TarOutputStream(OutputStream,int,int,String)",3,3,3,"0,00%",0,1,8,40,0,n/a,1,18,0,0,0,11,4,0,"3,29%",8,1
"org.apache.tools.tar.TarOutputStream.addPaxHeaderForBigNumber(Map<String, String>,String,long,long)",2,6,6,"50,00%",1,1,1,15,1,n/a,2,7,0,0,1,7,4,0,"1,28%",2,3
"org.apache.tools.tar.TarOutputStream.addPaxHeadersForBigNumbers(Map<String, String>,TarEntry)",15,1,1,"0,00%",0,1,7,66,0,n/a,1,19,0,0,0,17,2,0,"3,47%",7,1
"org.apache.tools.tar.TarOutputStream.close()",3,38,34,"33,33%",2,1,4,15,1,n/a,3,17,0,0,1,11,0,0,"3,11%",6,3
"org.apache.tools.tar.TarOutputStream.closeEntry()",4,4,3,"33,33%",5,4,10,47,1,n/a,2,33,1,1,2,23,0,0,"6,03%",15,6
"org.apache.tools.tar.TarOutputStream.failForBigNumber(String,long,long)",1,7,7,"0,00%",0,1,1,6,0,n/a,1,3,0,0,0,3,3,0,"0,55%",1,1
"org.apache.tools.tar.TarOutputStream.failForBigNumber(String,long,long,String)",1,2,2,"50,00%",1,2,1,15,1,n/a,1,7,0,0,1,7,4,0,"1,28%",2,3
"org.apache.tools.tar.TarOutputStream.failForBigNumberWithPosixMessage(String,long,long)",1,1,1,"0,00%",0,1,1,6,0,n/a,1,3,0,0,0,3,3,0,"0,55%",1,1
"org.apache.tools.tar.TarOutputStream.failForBigNumbers(TarEntry)",15,1,1,"0,00%",0,1,7,60,0,n/a,1,13,0,0,0,13,1,0,"2,38%",7,1
"org.apache.tools.tar.TarOutputStream.finish()",5,1,1,"25,00%",2,3,6,16,1,n/a,1,21,0,0,1,12,0,0,"3,84%",8,3
"org.apache.tools.tar.TarOutputStream.getRecordSize()",1,0,0,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"1,46%",1,1
"org.apache.tools.tar.TarOutputStream.handleLongName(TarEntry,String,Map<String, String>,String,byte,String)",14,2,2,"23,53%",4,5,13,71,2,n/a,4,51,0,0,2,27,6,0,"9,32%",17,5
"org.apache.tools.tar.TarOutputStream.putNextEntry(TarEntry)",21,4,3,"28,00%",7,2,18,128,1,n/a,15,53,0,0,1,41,1,0,"9,69%",25,16
"org.apache.tools.tar.TarOutputStream.setAddPaxHeadersForNonAsciiNames(boolean)",0,0,0,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,1,0,"1,10%",1,1
"org.apache.tools.tar.TarOutputStream.setBigNumberMode(int)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,1,0,"1,83%",1,1
"org.apache.tools.tar.TarOutputStream.setBufferDebug(boolean)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.tar.TarOutputStream.setDebug(boolean)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.tar.TarOutputStream.setLongFileMode(int)",0,5,4,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,1,0,"1,83%",1,1
"org.apache.tools.tar.TarOutputStream.stripTo7Bits(String)",5,1,1,"22,22%",2,1,7,29,1,n/a,3,11,1,1,2,11,1,0,"2,01%",9,3
"org.apache.tools.tar.TarOutputStream.transferModTime(TarEntry,TarEntry)",4,2,2,"20,00%",1,1,4,24,1,n/a,1,8,0,0,1,8,2,0,"1,46%",5,3
"org.apache.tools.tar.TarOutputStream.write(byte[])",1,30,23,"0,00%",0,1,1,6,0,n/a,1,12,0,0,0,4,1,0,"2,19%",1,1
"org.apache.tools.tar.TarOutputStream.write(byte[],int,int)",7,16,16,"23,08%",6,4,20,113,2,n/a,5,68,1,1,2,42,3,0,"12,43%",26,6
"org.apache.tools.tar.TarOutputStream.write(int)",1,25,25,"0,00%",0,1,2,11,0,n/a,1,13,0,0,0,5,1,0,"2,38%",2,1
"org.apache.tools.tar.TarOutputStream.writeEOFRecord()",1,2,2,"20,00%",1,1,4,16,0,n/a,1,10,1,1,1,6,0,0,"1,83%",5,2
"org.apache.tools.tar.TarOutputStream.writePaxHeaders(TarEntry,String,Map<String, String>)",23,1,1,"16,67%",4,1,20,117,1,n/a,5,45,3,2,2,35,3,0,"8,23%",24,5
"org.apache.tools.tar.TarUtils.TarUtils()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,3,0,0,0,2,0,0,"0,63%",0,1
"org.apache.tools.tar.TarUtils.computeCheckSum(byte[])",0,1,1,"25,00%",1,1,3,8,0,n/a,1,13,1,1,1,7,1,0,"2,73%",4,2
"org.apache.tools.tar.TarUtils.exceptionMessage(byte[],int,int,int,byte)",2,1,1,"0,00%",0,1,4,24,0,n/a,1,15,0,0,0,7,5,0,"3,14%",4,1
"org.apache.tools.tar.TarUtils.formatBigIntegerBinary(long,byte[],int,int,boolean)",3,1,1,"10,00%",1,1,9,41,0,n/a,1,14,1,1,1,14,5,0,"2,94%",10,3
"org.apache.tools.tar.TarUtils.formatCheckSumOctalBytes(long,byte[],int,int)",1,1,1,"0,00%",0,1,5,27,0,n/a,1,21,0,0,0,7,4,0,"4,40%",5,1
"org.apache.tools.tar.TarUtils.formatLongBinary(long,byte[],int,int,boolean)",2,1,1,"21,43%",3,2,11,55,1,n/a,1,20,1,1,1,20,5,0,"4,19%",14,4
"org.apache.tools.tar.TarUtils.formatLongOctalBytes(long,byte[],int,int)",1,2,2,"0,00%",0,1,4,19,0,n/a,1,20,0,0,0,6,4,0,"4,19%",4,1
"org.apache.tools.tar.TarUtils.formatLongOctalOrBinaryBytes(long,byte[],int,int)",3,1,1,"22,22%",2,2,7,54,1,n/a,3,31,0,0,1,14,4,0,"6,50%",9,6
"org.apache.tools.tar.TarUtils.formatNameBytes(String,byte[],int,int)",3,2,2,"40,00%",2,1,3,16,0,n/a,2,28,0,0,2,12,4,0,"5,87%",5,3
"org.apache.tools.tar.TarUtils.formatNameBytes(String,byte[],int,int,ZipEncoding)",10,6,6,"18,18%",2,1,9,62,0,n/a,3,33,2,1,1,16,5,0,"6,92%",11,4
"org.apache.tools.tar.TarUtils.formatOctalBytes(long,byte[],int,int)",1,0,0,"0,00%",0,1,5,27,0,n/a,1,21,0,0,0,7,4,0,"4,40%",5,1
"org.apache.tools.tar.TarUtils.formatUnsignedOctalString(long,byte[],int,int)",2,7,7,"28,57%",4,3,10,69,2,n/a,3,32,2,1,2,21,4,0,"6,71%",14,6
"org.apache.tools.tar.TarUtils.parseBinaryBigInteger(byte[],int,int,boolean)",9,1,1,"25,00%",2,2,6,53,1,n/a,3,19,0,0,1,18,4,0,"3,98%",8,4
"org.apache.tools.tar.TarUtils.parseBinaryLong(byte[],int,int,boolean)",2,1,1,"27,27%",3,2,8,57,1,n/a,2,20,1,1,1,19,4,0,"4,19%",11,5
"org.apache.tools.tar.TarUtils.parseBoolean(byte[],int)",0,2,2,"0,00%",0,1,1,5,0,n/a,1,13,0,0,0,3,2,0,"2,73%",1,1
"org.apache.tools.tar.TarUtils.parseName(byte[],int,int)",3,7,7,"40,00%",2,1,3,14,0,n/a,2,22,0,0,2,11,3,0,"4,61%",5,3
"org.apache.tools.tar.TarUtils.parseName(byte[],int,int,ZipEncoding)",2,7,7,"40,00%",4,4,6,33,1,n/a,2,28,1,1,2,17,4,0,"5,87%",10,4
"org.apache.tools.tar.TarUtils.parseOctal(byte[],int,int)",3,2,2,"36,36%",8,7,14,90,1,n/a,3,60,3,1,2,32,3,0,"12,58%",22,11
"org.apache.tools.tar.TarUtils.parseOctalOrBinary(byte[],int,int)",3,7,7,"33,33%",2,3,4,33,1,n/a,3,27,0,0,1,11,3,0,"5,66%",6,3
"org.apache.tools.zip.AbstractUnicodeExtraField.AbstractUnicodeExtraField()",0,2,2,"0,00%",0,1,0,0,0,n/a,1,2,0,0,0,2,0,0,"1,45%",0,1
"org.apache.tools.zip.AbstractUnicodeExtraField.AbstractUnicodeExtraField(String,byte[])",1,2,2,"0,00%",0,1,1,7,0,n/a,1,11,0,0,0,3,2,0,"7,97%",1,1
"org.apache.tools.zip.AbstractUnicodeExtraField.AbstractUnicodeExtraField(String,byte[],int,int)",5,3,3,"16,67%",1,1,5,21,0,n/a,1,24,0,0,1,12,4,0,"17,39%",6,2
"org.apache.tools.zip.AbstractUnicodeExtraField.assembleData()",3,2,2,"16,67%",1,2,5,35,1,n/a,1,10,0,0,1,9,0,0,"7,25%",6,2
"org.apache.tools.zip.AbstractUnicodeExtraField.getCentralDirectoryData()",2,5,4,"28,57%",2,1,5,25,1,n/a,3,12,0,0,1,11,0,0,"8,70%",7,3
"org.apache.tools.zip.AbstractUnicodeExtraField.getCentralDirectoryLength()",2,5,3,"33,33%",1,1,2,8,1,n/a,2,7,0,0,1,6,0,0,"5,07%",3,2
"org.apache.tools.zip.AbstractUnicodeExtraField.getLocalFileDataData()",1,4,3,"0,00%",0,1,1,2,0,n/a,1,4,0,0,0,3,0,0,"2,90%",1,1
"org.apache.tools.zip.AbstractUnicodeExtraField.getLocalFileDataLength()",1,8,2,"0,00%",0,1,1,2,0,n/a,1,4,0,0,0,3,0,0,"2,90%",1,1
"org.apache.tools.zip.AbstractUnicodeExtraField.getNameCRC32()",0,2,1,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"5,07%",1,1
"org.apache.tools.zip.AbstractUnicodeExtraField.getUnicodeName()",1,2,1,"20,00%",1,1,4,19,1,n/a,2,11,0,0,1,8,0,0,"7,97%",5,2
"org.apache.tools.zip.AbstractUnicodeExtraField.parseFromLocalFileData(byte[],int,int)",4,4,3,"22,22%",2,3,7,46,1,n/a,1,17,0,0,1,16,3,0,"12,32%",9,3
"org.apache.tools.zip.AbstractUnicodeExtraField.setNameCRC32(long)",0,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"5,80%",2,1
"org.apache.tools.zip.AbstractUnicodeExtraField.setUnicodeName(byte[])",1,0,0,"20,00%",1,1,4,26,1,n/a,2,13,0,0,1,10,1,0,"9,42%",5,2
"org.apache.tools.zip.AsiExtraField.AsiExtraField()",0,11,0,"0,00%",0,1,0,0,0,n/a,1,3,0,0,0,2,0,0,"1,01%",0,1
"org.apache.tools.zip.AsiExtraField.clone()",3,12,11,"20,00%",1,1,4,11,0,n/a,1,11,0,0,1,10,0,0,"3,69%",5,2
"org.apache.tools.zip.AsiExtraField.getCentralDirectoryData()",1,4,3,"0,00%",0,1,1,2,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.getCentralDirectoryLength()",1,4,2,"0,00%",0,1,1,2,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
