Martin packaging metrics,Seg, 11 dez 2017 18:37:05 BRST
Package,A,Ca,Ce,D,I
"contrib.queryparser.src.java.org.apache.lucene.queryParser.surround.parser","0,20",4,2,"0,47","0,50"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.surround.query","0,29",10,23,"0,01","0,71"
"contrib.queryparser.src.test.org.apache.lucene.messages","0,00",0,1,"0,00","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser","0,00",0,5,"0,00","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.analyzing","0,00",1,9,"0,10","0,90"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.complexPhrase","0,00",1,9,"0,10","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.core.builders","0,00",1,7,"0,12","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.core.nodes","0,00",0,1,"0,00","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.ext","0,00",0,12,"0,00","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.precedence","0,00",2,17,"0,11","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.spans","0,10",0,44,"0,10","1,00"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.standard","0,00",25,139,"0,15","0,97"
"contrib.queryparser.src.test.org.apache.lucene.queryParser.surround.query","0,00",2,16,"0,11","0,93"
"contrib.remote.src.java.org.apache.lucene.search","0,33",3,8,"0,06","0,73"
"contrib.remote.src.test.org.apache.lucene.search","0,14",3,34,"0,06","0,94"
"contrib.spatial.src.java.org.apache.lucene.spatial","0,00",7,3,"0,70","0,30"
"contrib.spatial.src.java.org.apache.lucene.spatial.geohash","0,00",5,4,"0,56","0,44"
"contrib.spatial.src.java.org.apache.lucene.spatial.geometry","0,20",11,0,"0,80","0,00"
"contrib.spatial.src.java.org.apache.lucene.spatial.geometry.shape","0,11",3,1,"0,64","0,25"
"contrib.spatial.src.java.org.apache.lucene.spatial.tier","0,09",8,22,"0,18","0,76"
"contrib.spatial.src.java.org.apache.lucene.spatial.tier.projections","0,33",6,0,"0,67","0,00"
"contrib.spatial.src.test.org.apache.lucene.spatial","0,00",0,1,"0,00","1,00"
"contrib.spatial.src.test.org.apache.lucene.spatial.geohash","0,00",0,1,"0,00","1,00"
"contrib.spatial.src.test.org.apache.lucene.spatial.geometry","0,00",0,1,"0,00","1,00"
"contrib.spatial.src.test.org.apache.lucene.spatial.tier","0,00",0,20,"0,00","1,00"
"contrib.spatial.src.test.org.apache.lucene.spatial.tier.projections","0,00",0,1,"0,00","1,00"
"contrib.spellchecker.src.java.org.apache.lucene.search.spell","0,16",45,27,"0,47","0,29"
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest","0,09",28,22,"0,47","0,48"
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.fst","0,06",22,44,"0,28","0,82"
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.jaspell","0,00",3,5,"0,38","0,71"
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.tst","0,00",2,3,"0,40","0,60"
"contrib.spellchecker.src.test.org.apache.lucene.search.spell","0,00",3,25,"0,11","0,95"
"contrib.spellchecker.src.test.org.apache.lucene.search.suggest","0,00",4,28,"0,12","0,90"
"contrib.spellchecker.src.test.org.apache.lucene.search.suggest.fst","0,00",0,18,"0,00","1,00"
"contrib.uima.src.java.org.apache.solr.uima.processor","0,00",2,17,"0,11","1,00"
"contrib.uima.src.java.org.apache.solr.uima.processor.ae","0,33",2,0,"0,67","0,00"
"contrib.uima.src.java.org.apache.solr.uima.processor.exception","0,00",1,0,"1,00","0,00"
"contrib.uima.src.test.org.apache.solr.uima.processor","0,00",0,11,"0,00","1,00"
"contrib.uima.src.test.org.apache.solr.uima.processor.an","0,00",0,2,"0,00","1,00"
"contrib.uima.src.test.org.apache.solr.uima.ts","0,00",2,0,"1,00","0,00"
"contrib.velocity.src.java.org.apache.solr.response","0,00",1,14,"0,07","0,93"
"contrib.velocity.src.test.org.apache.solr.velocity","0,00",0,4,"0,00","1,00"
"contrib.xml-query-parser.src.demo.java.org.apache.lucene.xmlparser.webdemo","0,00",0,8,"0,00","1,00"
"contrib.xml-query-parser.src.java.org.apache.lucene.xmlparser","0,22",9,10,"0,25","0,53"
"contrib.xml-query-parser.src.java.org.apache.lucene.xmlparser.builders","0,07",8,96,"0,01","0,94"
"contrib.xml-query-parser.src.test.org.apache.lucene.xmlparser","0,00",0,16,"0,00","1,00"
"contrib.xml-query-parser.src.test.org.apache.lucene.xmlparser.builders","0,00",0,8,"0,00","1,00"
"core.src.java.org.apache.solr.analysis","0,07",37,333,"0,03","0,91"
"core.src.java.org.apache.solr.client.solrj.embedded","0,00",8,10,"0,44","0,59"
"core.src.java.org.apache.solr.core","0,13",146,117,"0,42","0,44"
"core.src.java.org.apache.solr.handler","0,14",41,220,"0,02","0,88"
"core.src.java.org.apache.solr.handler.admin","0,00",11,81,"0,12","0,91"
"core.src.java.org.apache.solr.handler.component","0,11",62,201,"0,12","0,78"
"core.src.java.org.apache.solr.highlight","0,31",13,100,"0,19","0,89"
"core.src.java.org.apache.solr.internal.csv","0,00",6,2,"0,75","0,17"
"core.src.java.org.apache.solr.internal.csv.writer","0,00",0,0,"0,00","1,00"
"core.src.java.org.apache.solr.request","0,21",108,63,"0,43","0,36"
"core.src.java.org.apache.solr.response","0,26",79,117,"0,15","0,58"
"core.src.java.org.apache.solr.schema","0,14",121,263,"0,18","0,69"
"core.src.java.org.apache.solr.search","0,19",161,318,"0,14","0,69"
"core.src.java.org.apache.solr.search.function","0,21",64,109,"0,16","0,60"
"core.src.java.org.apache.solr.search.function.distance","0,00",8,31,"0,21","0,79"
"core.src.java.org.apache.solr.search.grouping","0,25",11,10,"0,27","0,47"
"core.src.java.org.apache.solr.search.grouping.collector","0,00",2,3,"0,40","0,60"
"core.src.java.org.apache.solr.search.grouping.distributed","1,00",4,2,"0,33","0,33"
"core.src.java.org.apache.solr.search.grouping.distributed.command","0,00",14,23,"0,38","0,52"
"core.src.java.org.apache.solr.search.grouping.distributed.requestfactory","0,00",3,25,"0,11","0,89"
"core.src.java.org.apache.solr.search.grouping.distributed.responseprocessor","0,00",3,31,"0,09","0,91"
"core.src.java.org.apache.solr.search.grouping.distributed.shardresultserializer","0,33",5,19,"0,12","0,79"
"core.src.java.org.apache.solr.search.grouping.endresulttransformer","0,40",6,29,"0,23","0,87"
"core.src.java.org.apache.solr.servlet","0,07",13,51,"0,14","0,81"
"core.src.java.org.apache.solr.servlet.cache","0,00",3,7,"0,30","0,78"
"core.src.java.org.apache.solr.spelling","0,21",9,49,"0,06","0,84"
"core.src.java.org.apache.solr.spelling.suggest","0,50",3,17,"0,35","0,85"
"core.src.java.org.apache.solr.spelling.suggest.fst","0,00",1,9,"0,10","0,90"
"core.src.java.org.apache.solr.spelling.suggest.jaspell","0,00",1,5,"0,17","0,83"
"core.src.java.org.apache.solr.spelling.suggest.tst","0,00",1,5,"0,17","0,83"
"core.src.java.org.apache.solr.tst","0,00",0,17,"0,00","1,00"
"core.src.java.org.apache.solr.update","0,07",47,47,"0,43","0,49"
"core.src.java.org.apache.solr.update.processor","0,16",35,59,"0,21","0,61"
"core.src.java.org.apache.solr.util","0,17",64,38,"0,46","0,38"
"core.src.java.org.apache.solr.util.plugin","0,67",28,10,"0,07","0,27"
"core.src.java.org.apache.solr.util.xslt","0,00",2,3,"0,40","0,60"
"core.src.test.org.apache.lucene","0,00",12,48,"0,20","0,97"
"core.src.test.org.apache.lucene.analysis","0,02",18,179,"0,07","0,98"
"core.src.test.org.apache.lucene.analysis.tokenattributes","0,00",4,10,"0,29","0,71"
"core.src.test.org.apache.lucene.collation","0,00",1,9,"0,10","1,00"
"core.src.test.org.apache.lucene.document","0,00",0,17,"0,00","1,00"
"core.src.test.org.apache.lucene.index","0,03",160,888,"0,12","0,95"
"core.src.test.org.apache.lucene.queryParser","0,00",10,48,"0,17","0,96"
"core.src.test.org.apache.lucene.search","0,01",80,708,"0,09","0,95"
"core.src.test.org.apache.lucene.search.function","0,08",7,52,"0,04","0,91"
"core.src.test.org.apache.lucene.search.payloads","0,00",16,65,"0,20","0,85"
"core.src.test.org.apache.lucene.search.spans","0,00",9,116,"0,07","0,95"
"core.src.test.org.apache.lucene.store","0,00",16,83,"0,16","0,96"
"core.src.test.org.apache.lucene.util","0,00",31,117,"0,21","0,95"
"core.src.test.org.apache.lucene.util.fst","0,17",6,21,"0,06","0,92"
"core.src.test.org.apache.lucene.util.junitcompat","0,08",18,17,"0,43","0,60"
"core.src.test.org.apache.lucene.util.packed","0,00",0,3,"0,00","1,00"
"core.src.test.org.apache.solr","0,00",2,49,"0,04","0,98"
"core.src.test.org.apache.solr.analysis","0,00",10,272,"0,04","1,00"
"core.src.test.org.apache.solr.core","0,00",8,133,"0,06","0,98"
"core.src.test.org.apache.solr.handler","0,06",5,88,"0,01","0,99"
"core.src.test.org.apache.solr.handler.admin","0,00",0,18,"0,00","1,00"
"core.src.test.org.apache.solr.handler.component","0,00",0,49,"0,00","1,00"
"core.src.test.org.apache.solr.highlight","0,00",0,16,"0,00","1,00"
"core.src.test.org.apache.solr.request","0,00",0,27,"0,00","1,00"
"core.src.test.org.apache.solr.response","0,00",0,10,"0,00","1,00"
"core.src.test.org.apache.solr.schema","0,00",1,63,"0,02","1,00"
"core.src.test.org.apache.solr.search","0,04",6,88,"0,02","0,98"
"core.src.test.org.apache.solr.search.function","0,00",0,9,"0,00","1,00"
"core.src.test.org.apache.solr.search.function.distance","0,00",0,4,"0,00","1,00"
"core.src.test.org.apache.solr.servlet","0,20",0,11,"0,20","1,00"
"core.src.test.org.apache.solr.spelling","0,00",1,47,"0,02","1,00"
"core.src.test.org.apache.solr.spelling.suggest","0,00",0,6,"0,00","1,00"
"core.src.test.org.apache.solr.update","0,00",2,48,"0,04","0,98"
"core.src.test.org.apache.solr.update.processor","0,00",1,34,"0,03","1,00"
"core.src.test.org.apache.solr.util","0,06",9,33,"0,15","0,79"
"org.apache.lucene","0,00",2,0,"1,00","0,00"
"org.apache.lucene.analysis","0,24",1.156,98,"0,69","0,07"
"org.apache.lucene.analysis.standard","0,08",128,39,"0,68","0,23"
"org.apache.lucene.analysis.standard.std31","0,00",2,4,"0,33","0,67"
"org.apache.lucene.analysis.standard.std34","0,00",1,2,"0,33","0,67"
"org.apache.lucene.analysis.tokenattributes","0,50",388,28,"0,43","0,07"
"org.apache.lucene.collation","0,00",8,6,"0,57","0,42"
"org.apache.lucene.document","0,32",516,23,"0,64","0,06"
"org.apache.lucene.index","0,20",1.184,382,"0,55","0,22"
"org.apache.lucene.queryParser","0,17",91,15,"0,69","0,14"
"org.apache.lucene.search","0,22",1.469,409,"0,56","0,15"
"org.apache.lucene.search.function","0,17",39,47,"0,29","0,53"
"org.apache.lucene.search.payloads","0,09",26,33,"0,35","0,45"
"org.apache.lucene.search.spans","0,16",129,70,"0,49","0,31"
"org.apache.lucene.store","0,25",418,55,"0,63","0,10"
"org.apache.lucene.util","0,18",816,89,"0,72","0,07"
"org.apache.lucene.util.fst","0,14",82,54,"0,46","0,45"
"org.apache.lucene.util.packed","0,31",34,29,"0,23","0,51"
"solrj.src.java.org.apache.noggit","0,09",7,3,"0,61","0,30"
"solrj.src.java.org.apache.solr.client.solrj","0,50",49,15,"0,27","0,25"
"solrj.src.java.org.apache.solr.client.solrj.beans","0,33",4,3,"0,24","0,40"
"solrj.src.java.org.apache.solr.client.solrj.impl","0,06",36,53,"0,35","0,61"
"solrj.src.java.org.apache.solr.client.solrj.request","0,10",46,61,"0,33","0,61"
"solrj.src.java.org.apache.solr.client.solrj.response","0,03",54,35,"0,58","0,39"
"solrj.src.java.org.apache.solr.client.solrj.util","0,00",6,2,"0,75","0,25"
"solrj.src.java.org.apache.solr.common","0,14",179,1,"0,85","0,01"
"solrj.src.java.org.apache.solr.common.luke","0,00",3,0,"1,00","0,00"
"solrj.src.java.org.apache.solr.common.params","0,58",167,9,"0,37","0,04"
"solrj.src.java.org.apache.solr.common.util","0,11",192,11,"0,83","0,03"
"solrj.src.test.org.apache.solr.client.solrj","0,29",10,71,"0,17","0,91"
"solrj.src.test.org.apache.solr.client.solrj.beans","0,00",2,7,"0,22","1,00"
"solrj.src.test.org.apache.solr.client.solrj.embedded","0,07",0,56,"0,07","1,00"
"solrj.src.test.org.apache.solr.client.solrj.request","0,00",0,2,"0,00","1,00"
"solrj.src.test.org.apache.solr.client.solrj.response","0,00",0,23,"0,00","1,00"
"solrj.src.test.org.apache.solr.client.solrj.util","0,00",0,1,"0,00","1,00"
"solrj.src.test.org.apache.solr.common","0,00",0,2,"0,00","1,00"
"solrj.src.test.org.apache.solr.common.params","0,00",0,3,"0,00","1,00"
"solrj.src.test.org.apache.solr.common.util","0,00",0,19,"0,00","1,00"
"test-framework.src.java.org.apache.lucene.analysis","0,18",154,51,"0,57","0,23"
"test-framework.src.java.org.apache.lucene.index","0,12",2,34,"0,07","1,00"
"test-framework.src.java.org.apache.lucene.queryParser","0,25",3,21,"0,12","1,00"
"test-framework.src.java.org.apache.lucene.search","0,11",13,36,"0,15","0,72"
"test-framework.src.java.org.apache.lucene.store","0,00",7,18,"0,28","0,88"
"test-framework.src.java.org.apache.lucene.util","0,08",26,38,"0,33","0,68"
"test-framework.src.java.org.apache.solr","0,38",54,45,"0,17","0,43"
"test-framework.src.java.org.apache.solr.analysis","0,33",1,6,"0,19","0,86"
"test-framework.src.java.org.apache.solr.core","0,00",0,3,"0,00","1,00"
"test-framework.src.java.org.apache.solr.update.processor","0,00",2,1,"0,67","0,33"
"test-framework.src.java.org.apache.solr.util","0,29",57,22,"0,44","0,27"
"tools.src.java.org.apache.lucene.analysis.standard","0,00",0,0,"0,00","1,00"
"tools.src.java.org.apache.lucene.validation","0,00",0,0,"0,00","1,00"

