Complexity metrics,Seg, 11 dez 2017 18:53:32 BRST
Method,ev(G),iv(G),v(G)
"org.apache.nutch.scoring.webgraph.ScoreUpdater.run(String[])",2,5,5
"org.apache.nutch.scoring.webgraph.ScoreUpdater.update(Path,Path)",1,3,3
"org.apache.nutch.scoring.webgraph.WebGraph.InlinkDb.close()",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.InlinkDb.configure(JobConf)",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.InlinkDb.map(Text,LinkDatum,OutputCollector<Text, LinkDatum>,Reporter)",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.NodeDb.close()",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.NodeDb.configure(JobConf)",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.NodeDb.reduce(Text,Iterator<LinkDatum>,OutputCollector<Text, Node>,Reporter)",1,3,4
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.OutlinkDb()",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.OutlinkDb(Configuration)",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.close()",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.configure(JobConf)",1,1,3
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.filterUrl(String)",2,1,3
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.getFetchTime(ParseData)",1,2,2
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.map(Text,Writable,OutputCollector<Text, NutchWritable>,Reporter)",8,15,19
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.normalizeUrl(String)",2,3,4
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb.reduce(Text,Iterator<NutchWritable>,OutputCollector<Text, LinkDatum>,Reporter)",5,19,21
"org.apache.nutch.scoring.webgraph.WebGraph.createWebGraph(Path,Path[],boolean,boolean)",1,18,18
"org.apache.nutch.scoring.webgraph.WebGraph.main(String[])",1,1,1
"org.apache.nutch.scoring.webgraph.WebGraph.run(String[])",2,8,11
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextInputFormat()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.ContentAsTextRecordReader(Configuration,FileSplit)",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.close()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.createKey()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.createValue()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.getPos()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.getProgress()",1,1,1
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader.next(Text,Text)",2,1,2
"org.apache.nutch.segment.ContentAsTextInputFormat.getRecordReader(InputSplit,JobConf,Reporter)",1,1,1
"org.apache.nutch.segment.SegmentChecker.checkSegmentDir(Path,FileSystem)",2,7,10
"org.apache.nutch.segment.SegmentChecker.isIndexable(Path,FileSystem)",3,2,4
"org.apache.nutch.segment.SegmentChecker.isParsed(Path,FileSystem)",2,1,2
"org.apache.nutch.segment.SegmentMergeFilters.SegmentMergeFilters(Configuration)",2,2,4
"org.apache.nutch.segment.SegmentMergeFilters.filter(Text,CrawlDatum,CrawlDatum,CrawlDatum,Content,ParseData,ParseText,Collection<CrawlDatum>)",3,5,5
"org.apache.nutch.segment.SegmentMerger.ObjectInputFormat.getRecordReader(InputSplit,JobConf,Reporter)",1,2,5
"org.apache.nutch.segment.SegmentMerger.SegmentMerger()",1,1,1
"org.apache.nutch.segment.SegmentMerger.SegmentMerger(Configuration)",1,1,1
"org.apache.nutch.segment.SegmentMerger.SegmentOutputFormat.getRecordWriter(FileSystem,JobConf,String,Progressable)",7,11,18
"org.apache.nutch.segment.SegmentMerger.close()",1,1,1
"org.apache.nutch.segment.SegmentMerger.configure(JobConf)",1,2,2
"org.apache.nutch.segment.SegmentMerger.main(String[])",1,1,1
"org.apache.nutch.segment.SegmentMerger.map(Text,MetaWrapper,OutputCollector<Text, MetaWrapper>,Reporter)",1,6,7
"org.apache.nutch.segment.SegmentMerger.merge(Path,Path[],boolean,boolean,long)",5,27,33
"org.apache.nutch.segment.SegmentMerger.reduce(Text,Iterator<MetaWrapper>,OutputCollector<Text, MetaWrapper>,Reporter)",9,31,39
"org.apache.nutch.segment.SegmentMerger.run(String[])",3,9,9
"org.apache.nutch.segment.SegmentMerger.setConf(Configuration)",2,3,6
"org.apache.nutch.segment.SegmentPart.SegmentPart()",1,1,1
"org.apache.nutch.segment.SegmentPart.SegmentPart(String,String)",1,1,1
"org.apache.nutch.segment.SegmentPart.get(FileSplit)",1,1,1
"org.apache.nutch.segment.SegmentPart.get(String)",4,1,4
"org.apache.nutch.segment.SegmentPart.parse(String)",2,1,2
"org.apache.nutch.segment.SegmentPart.toString()",1,1,1
"org.apache.nutch.segment.SegmentReader.InputCompatMapper.map(WritableComparable<?>,Writable,OutputCollector<Text, NutchWritable>,Reporter)",1,2,2
"org.apache.nutch.segment.SegmentReader.SegmentReader()",1,1,1
"org.apache.nutch.segment.SegmentReader.SegmentReader(Configuration,boolean,boolean,boolean,boolean,boolean,boolean)",1,2,2
"org.apache.nutch.segment.SegmentReader.TextOutputFormat.getRecordWriter(FileSystem,JobConf,String,Progressable)",1,2,2
"org.apache.nutch.segment.SegmentReader.append(FileSystem,Configuration,Path,PrintWriter,int)",1,2,3
"org.apache.nutch.segment.SegmentReader.close()",1,1,1
"org.apache.nutch.segment.SegmentReader.configure(JobConf)",1,2,2
"org.apache.nutch.segment.SegmentReader.createJobConf()",1,1,1
"org.apache.nutch.segment.SegmentReader.dump(Path,Path)",1,13,13
"org.apache.nutch.segment.SegmentReader.get(Path,Text,Writer,Map<String, List<Writable>>)",1,22,24
"org.apache.nutch.segment.SegmentReader.getMapRecords(Path,Text)",2,6,6
"org.apache.nutch.segment.SegmentReader.getSeqRecords(Path,Text)",2,5,5
"org.apache.nutch.segment.SegmentReader.getStats(Path,SegmentReaderStats)",1,15,17
"org.apache.nutch.segment.SegmentReader.list(List<Path>,Writer)",1,7,7
"org.apache.nutch.segment.SegmentReader.main(String[])",9,18,27
"org.apache.nutch.segment.SegmentReader.reduce(Text,Iterator<NutchWritable>,OutputCollector<Text, Text>,Reporter)",1,7,7
"org.apache.nutch.segment.SegmentReader.usage()",1,1,1
"org.apache.nutch.service.NutchServer.NutchServer()",1,1,1
"org.apache.nutch.service.NutchServer.canStop(boolean)",2,1,2
"org.apache.nutch.service.NutchServer.createOptions()",1,1,1
"org.apache.nutch.service.NutchServer.getClasses()",1,1,1
"org.apache.nutch.service.NutchServer.getConfManager()",1,1,1
"org.apache.nutch.service.NutchServer.getFetchNodeDb()",1,1,1
"org.apache.nutch.service.NutchServer.getInstance()",1,1,1
"org.apache.nutch.service.NutchServer.getJobManager()",1,1,1
"org.apache.nutch.service.NutchServer.getPort()",1,1,1
"org.apache.nutch.service.NutchServer.getResourceProviders()",1,1,1
"org.apache.nutch.service.NutchServer.getStarted()",1,1,1
"org.apache.nutch.service.NutchServer.isRunning()",1,1,1
"org.apache.nutch.service.NutchServer.main(String[])",2,4,4
"org.apache.nutch.service.NutchServer.setPort(int)",1,1,1
"org.apache.nutch.service.NutchServer.start()",1,1,2
"org.apache.nutch.service.NutchServer.startServer()",1,1,1
"org.apache.nutch.service.NutchServer.stop()",1,1,1
"org.apache.nutch.service.impl.ConfManagerImpl.ConfManagerImpl()",1,1,1
"org.apache.nutch.service.impl.ConfManagerImpl.canCreate(NutchConfig)",3,1,3
"org.apache.nutch.service.impl.ConfManagerImpl.create(NutchConfig)",2,2,3
"org.apache.nutch.service.impl.ConfManagerImpl.createHadoopConfig(NutchConfig)",2,2,3
"org.apache.nutch.service.impl.ConfManagerImpl.delete(String)",1,1,1
"org.apache.nutch.service.impl.ConfManagerImpl.get(String)",2,2,2
"org.apache.nutch.service.impl.ConfManagerImpl.getAsMap(String)",2,3,3
"org.apache.nutch.service.impl.ConfManagerImpl.list()",1,1,1
"org.apache.nutch.service.impl.ConfManagerImpl.setProperty(String,String,String)",2,1,2
"org.apache.nutch.service.impl.JobFactory.createTool(Class<? extends NutchTool>,Configuration)",1,1,1
"org.apache.nutch.service.impl.JobFactory.createToolByClassName(String,Configuration)",1,1,2
"org.apache.nutch.service.impl.JobFactory.createToolByType(JobType,Configuration)",2,1,2
"org.apache.nutch.service.impl.JobManagerImpl.JobManagerImpl(JobFactory,ConfManager,NutchServerPoolExecutor)",1,1,1
"org.apache.nutch.service.impl.JobManagerImpl.abort(String,String)",1,1,1
"org.apache.nutch.service.impl.JobManagerImpl.cloneConfiguration(String)",2,1,2
"org.apache.nutch.service.impl.JobManagerImpl.create(JobConfig)",2,1,2
"org.apache.nutch.service.impl.JobManagerImpl.createTool(JobConfig,Configuration)",2,2,2
"org.apache.nutch.service.impl.JobManagerImpl.get(String,String)",1,1,1
"org.apache.nutch.service.impl.JobManagerImpl.list(String,State)",3,3,5
"org.apache.nutch.service.impl.JobManagerImpl.stop(String,String)",1,1,1
"org.apache.nutch.service.impl.JobWorker.JobWorker(JobConfig,Configuration,NutchTool)",1,3,3
"org.apache.nutch.service.impl.JobWorker.generateId()",2,2,2
"org.apache.nutch.service.impl.JobWorker.getInfo()",1,1,1
"org.apache.nutch.service.impl.JobWorker.killJob()",1,2,2
"org.apache.nutch.service.impl.JobWorker.run()",1,2,2
"org.apache.nutch.service.impl.JobWorker.setInfo(JobInfo)",1,1,1
"org.apache.nutch.service.impl.JobWorker.stopJob()",1,2,2
"org.apache.nutch.service.impl.LinkReader.count(String)",1,2,4
"org.apache.nutch.service.impl.LinkReader.getLinksRow(Writable,LinkDatum)",1,1,1
"org.apache.nutch.service.impl.LinkReader.head(String,int)",1,4,5
"org.apache.nutch.service.impl.LinkReader.read(String)",1,3,5
"org.apache.nutch.service.impl.LinkReader.slice(String,int,int)",1,5,7
"org.apache.nutch.service.impl.NodeReader.count(String)",1,2,4
"org.apache.nutch.service.impl.NodeReader.getNodeRow(Writable,Node)",1,1,1
"org.apache.nutch.service.impl.NodeReader.head(String,int)",1,4,5
"org.apache.nutch.service.impl.NodeReader.read(String)",1,3,5
"org.apache.nutch.service.impl.NodeReader.slice(String,int,int)",1,5,7
"org.apache.nutch.service.impl.NutchServerPoolExecutor.NutchServerPoolExecutor(int,int,long,TimeUnit,BlockingQueue<Runnable>)",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.addStatusToHistory(JobWorker)",1,2,2
"org.apache.nutch.service.impl.NutchServerPoolExecutor.afterExecute(Runnable,Throwable)",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.beforeExecute(Thread,Runnable)",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.findWorker(String)",3,2,3
"org.apache.nutch.service.impl.NutchServerPoolExecutor.getAllJobs()",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.getInfo(String)",3,2,3
"org.apache.nutch.service.impl.NutchServerPoolExecutor.getJobHistory()",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.getJobRunning()",1,1,1
"org.apache.nutch.service.impl.NutchServerPoolExecutor.getJobsInfo(Collection<JobWorker>)",1,2,2
"org.apache.nutch.service.impl.SequenceReader.count(String)",1,2,4
"org.apache.nutch.service.impl.SequenceReader.head(String,int)",1,4,5
"org.apache.nutch.service.impl.SequenceReader.read(String)",1,3,4
"org.apache.nutch.service.impl.SequenceReader.slice(String,int,int)",1,5,7
"org.apache.nutch.service.model.request.DbQuery.getArgs()",1,1,1
"org.apache.nutch.service.model.request.DbQuery.getConfId()",1,1,1
"org.apache.nutch.service.model.request.DbQuery.getCrawlId()",1,1,1
"org.apache.nutch.service.model.request.DbQuery.getType()",1,1,1
"org.apache.nutch.service.model.request.DbQuery.setArgs(Map<String, String>)",1,1,1
"org.apache.nutch.service.model.request.DbQuery.setConfId(String)",1,1,1
"org.apache.nutch.service.model.request.DbQuery.setCrawlId(String)",1,1,1
"org.apache.nutch.service.model.request.DbQuery.setType(String)",1,1,1
"org.apache.nutch.service.model.request.JobConfig.getArgs()",1,1,1
"org.apache.nutch.service.model.request.JobConfig.getConfId()",1,1,1
"org.apache.nutch.service.model.request.JobConfig.getCrawlId()",1,1,1
"org.apache.nutch.service.model.request.JobConfig.getJobClassName()",1,1,1
"org.apache.nutch.service.model.request.JobConfig.getType()",1,1,1
"org.apache.nutch.service.model.request.JobConfig.setArgs(Map<String, Object>)",1,1,1
"org.apache.nutch.service.model.request.JobConfig.setConfId(String)",1,1,1
"org.apache.nutch.service.model.request.JobConfig.setCrawlId(String)",1,1,1
"org.apache.nutch.service.model.request.JobConfig.setJobClassName(String)",1,1,1
"org.apache.nutch.service.model.request.JobConfig.setType(JobType)",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.getConfigId()",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.getParams()",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.isForce()",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.setConfigId(String)",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.setForce(boolean)",1,1,1
"org.apache.nutch.service.model.request.NutchConfig.setParams(Map<String, String>)",1,1,1
"org.apache.nutch.service.model.request.ReaderConfig.getPath()",1,1,1
"org.apache.nutch.service.model.request.ReaderConfig.setPath(String)",1,1,1
"org.apache.nutch.service.model.request.SeedList.equals(Object)",7,2,7
"org.apache.nutch.service.model.request.SeedList.getId()",1,1,1
"org.apache.nutch.service.model.request.SeedList.getName()",1,1,1
"org.apache.nutch.service.model.request.SeedList.getSeedUrls()",1,1,1
"org.apache.nutch.service.model.request.SeedList.getSeedUrlsCount()",2,1,2
"org.apache.nutch.service.model.request.SeedList.hashCode()",1,2,2
"org.apache.nutch.service.model.request.SeedList.setId(Long)",1,1,1
"org.apache.nutch.service.model.request.SeedList.setName(String)",1,1,1
"org.apache.nutch.service.model.request.SeedList.setSeedUrls(Collection<SeedUrl>)",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.SeedUrl()",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.SeedUrl(String)",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.equals(Object)",7,2,7
"org.apache.nutch.service.model.request.SeedUrl.getId()",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.getSeedList()",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.getUrl()",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.hashCode()",1,2,2
"org.apache.nutch.service.model.request.SeedUrl.setId(Long)",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.setSeedList(SeedList)",1,1,1
"org.apache.nutch.service.model.request.SeedUrl.setUrl(String)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode.ChildNode(String,String)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode.getAnchorText()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode.getChildUrl()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode.setAnchorText(String)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode.setChildUrl(String)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.getChildren()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.getNumOfOutlinks()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.getStatus()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.getUrl()",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.setChildNodes(Outlink[])",1,2,2
"org.apache.nutch.service.model.response.FetchNodeDbInfo.setChildren(List<ChildNode>)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.setNumOfOutlinks(int)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.setStatus(int)",1,1,1
"org.apache.nutch.service.model.response.FetchNodeDbInfo.setUrl(String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.JobInfo(String,JobConfig,State,String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getArgs()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getConfId()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getCrawlId()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getId()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getMsg()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getResult()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getState()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.getType()",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setArgs(Map<String, Object>)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setConfId(String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setCrawlId(String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setId(String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setMsg(String)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setResult(Map<String, Object>)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setState(State)",1,1,1
"org.apache.nutch.service.model.response.JobInfo.setType(JobType)",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.getConfiguration()",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.getJobs()",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.getRunningJobs()",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.getStartDate()",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.setConfiguration(Set<String>)",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.setJobs(Collection<JobInfo>)",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.setRunningJobs(Collection<JobInfo>)",1,1,1
"org.apache.nutch.service.model.response.NutchServerInfo.setStartDate(Date)",1,1,1
"org.apache.nutch.service.resources.AbstractResource.AbstractResource()",1,1,1
"org.apache.nutch.service.resources.AbstractResource.throwBadRequestException(String)",1,1,1
"org.apache.nutch.service.resources.AdminResource.getServerStatus()",1,1,1
"org.apache.nutch.service.resources.AdminResource.scheduleServerStop()",1,2,2
"org.apache.nutch.service.resources.AdminResource.stopServer(boolean)",2,1,2
"org.apache.nutch.service.resources.ConfigResource.createConfig(NutchConfig)",2,3,3
"org.apache.nutch.service.resources.ConfigResource.deleteConfig(String)",1,1,1
"org.apache.nutch.service.resources.ConfigResource.getConfig(String)",1,1,1
"org.apache.nutch.service.resources.ConfigResource.getConfigs()",1,1,1
"org.apache.nutch.service.resources.ConfigResource.getProperty(String,String)",1,1,1
"org.apache.nutch.service.resources.ConfigResource.updateProperty(String,String,String)",1,2,2
"org.apache.nutch.service.resources.DbResource.crawlDbDump(Configuration,Map<String, String>,String)",1,2,2
"org.apache.nutch.service.resources.DbResource.crawlDbStats(Configuration,Map<String, String>,String)",1,2,2
"org.apache.nutch.service.resources.DbResource.crawlDbTopN(Configuration,Map<String, String>,String)",1,2,2
"org.apache.nutch.service.resources.DbResource.crawlDbUrl(Configuration,Map<String, String>,String)",1,2,2
"org.apache.nutch.service.resources.DbResource.fetchDb(int,int)",3,4,5
"org.apache.nutch.service.resources.DbResource.readdb(DbQuery)",5,5,5
"org.apache.nutch.service.resources.JobResource.abort(String,String)",1,1,1
"org.apache.nutch.service.resources.JobResource.create(JobConfig)",1,2,2
"org.apache.nutch.service.resources.JobResource.getInfo(String,String)",1,1,1
"org.apache.nutch.service.resources.JobResource.getJobs(String)",1,1,1
"org.apache.nutch.service.resources.JobResource.stop(String,String)",1,1,1
"org.apache.nutch.service.resources.ReaderResouce.linkRead()",1,1,1
"org.apache.nutch.service.resources.ReaderResouce.linkRead(ReaderConfig,int,int,int,boolean)",1,1,1
"org.apache.nutch.service.resources.ReaderResouce.nodeRead()",1,1,1
"org.apache.nutch.service.resources.ReaderResouce.nodeRead(ReaderConfig,int,int,int,boolean)",1,1,1
"org.apache.nutch.service.resources.ReaderResouce.performRead(NutchReader,String,int,int,int,boolean)",2,5,6
"org.apache.nutch.service.resources.ReaderResouce.seqRead(ReaderConfig,int,int,int,boolean)",1,1,1
"org.apache.nutch.service.resources.SeedResource.createSeedFile()",1,2,2
"org.apache.nutch.service.resources.SeedResource.createSeedFile(SeedList)",2,4,4
"org.apache.nutch.service.resources.SeedResource.getWriter(File)",1,3,3
"org.apache.nutch.service.resources.SeedResource.handleException(Exception)",1,1,1
"org.apache.nutch.service.resources.SeedResource.writeUrl(BufferedWriter,SeedUrl)",1,2,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.AbstractCommonCrawlFormat(String,Content,Metadata,Configuration,CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.close()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.closeHeaders(String,boolean,boolean)",1,2,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getImported()",2,3,3
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getJsonData()",3,6,8
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getJsonData(String,Content,Metadata)",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getJsonData(String,Content,Metadata,ParseData)",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getKey()",2,1,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getMethod()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestAccept()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestAcceptEncoding()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestAcceptLanguage()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestContactEmail()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestContactName()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestHostAddress()",1,1,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestHostName()",1,1,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestRobots()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestSoftware()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getRequestUserAgent()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseAddress()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseContent()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseContentEncoding()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseContentType()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseDate()",2,3,3
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseHostName()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseServer()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getResponseStatus()",1,1,1
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getTimestamp()",2,3,3
"org.apache.nutch.tools.AbstractCommonCrawlFormat.getUrl()",1,2,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.ifNullString(String)",1,1,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.startHeaders(String,boolean,boolean)",1,2,2
"org.apache.nutch.tools.AbstractCommonCrawlFormat.writeKeyValueWrapper(String,String)",1,2,2
"org.apache.nutch.tools.Benchmark.BenchmarkResults.addTiming(String,String,long)",1,4,4
"org.apache.nutch.tools.Benchmark.BenchmarkResults.getRuns()",1,1,1
"org.apache.nutch.tools.Benchmark.BenchmarkResults.getStages()",1,1,1
"org.apache.nutch.tools.Benchmark.BenchmarkResults.toString()",5,3,5
"org.apache.nutch.tools.Benchmark.benchmark(int,int,int,int,long,boolean,String)",3,10,10
"org.apache.nutch.tools.Benchmark.createSeeds(FileSystem,Path,int)",1,2,2
"org.apache.nutch.tools.Benchmark.getDate()",1,1,1
"org.apache.nutch.tools.Benchmark.main(String[])",1,1,1
"org.apache.nutch.tools.Benchmark.run(String[])",9,9,9
"org.apache.nutch.tools.CommonCrawlConfig.CommonCrawlConfig()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.CommonCrawlConfig(InputStream)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getJsonArray()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getKeyPrefix()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getOutputDir()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getReverseKey()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getReverseKeyValue()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getSimpleDateFormat()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.getWarcSize()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.init(InputStream)",2,1,4
"org.apache.nutch.tools.CommonCrawlConfig.isCompressed()",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setCompressed(boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setJsonArray(boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setKeyPrefix(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setOutputDir(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setReverseKey(boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setReverseKeyValue(String)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setSimpleDateFormat(boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlConfig.setWarcSize(long)",1,1,1
"org.apache.nutch.tools.CommonCrawlDataDumper.CommonCrawlDataDumper()",1,1,1
"org.apache.nutch.tools.CommonCrawlDataDumper.CommonCrawlDataDumper(CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.CommonCrawlDataDumper.closeStream()",1,2,2
"org.apache.nutch.tools.CommonCrawlDataDumper.collectStats(Map<String, Integer>,String)",1,2,2
"org.apache.nutch.tools.CommonCrawlDataDumper.constructNewStream(File)",1,1,1
"org.apache.nutch.tools.CommonCrawlDataDumper.dump(File,File,boolean,String[],boolean,String,boolean)",5,28,32
"org.apache.nutch.tools.CommonCrawlDataDumper.getDate(String)",1,3,3
"org.apache.nutch.tools.CommonCrawlDataDumper.main(String[])",1,1,1
"org.apache.nutch.tools.CommonCrawlDataDumper.reverseUrl(String)",1,3,3
"org.apache.nutch.tools.CommonCrawlDataDumper.run(String[])",4,8,8
"org.apache.nutch.tools.CommonCrawlDataDumper.serializeCBORData(String)",1,2,3
"org.apache.nutch.tools.CommonCrawlDataDumper.writeMagicHeader(CBORGenerator)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatFactory.getCommonCrawlFormat(String,Configuration,CommonCrawlConfig)",3,1,3
"org.apache.nutch.tools.CommonCrawlFormatFactory.getCommonCrawlFormat(String,String,Content,Metadata,Configuration,CommonCrawlConfig)",5,3,5
"org.apache.nutch.tools.CommonCrawlFormatJackson.CommonCrawlFormatJackson(Configuration,CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.CommonCrawlFormatJackson(String,Content,Metadata,Configuration,CommonCrawlConfig)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.closeArray(String,boolean,boolean)",1,1,1
"org.apache.nutch.tools.CommonCrawlFormatJackson.closeObject(String)",1,1,1
