Complexity metrics,Qua, 13 dez 2017 16:37:32 BRST
Method,ev(G),iv(G),v(G)
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.fireComponentReplacementEvent(JComponent,JComponent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.getButtons()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.getContentPane()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.loadState(UIConfig)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.prepareToShow()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.removeComponentReplacementListener(ComponentReplacementListener)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.saveState(UIConfig)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.DictFileChooser(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.DictFileChooser(String,FileType)",1,5,5
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.FileType.FileType(String[],String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.FileType.getDescription()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.FileType.getExtensions()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.DictFileChooser.selectSaveFile(String,FileType,Component)",4,3,5
"net.sourceforge.jvlt.ui.dialogs.ErrorLogDialog.ErrorLogDialog(Frame)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ErrorLogDialog.TextAreaAppender.TextAreaAppender()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ErrorLogDialog.TextAreaAppender.append(LoggingEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.ActionHandler.actionPerformed(ActionEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.ActionHandler.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.ExpirationTimePanel()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.getExpirationFactor()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.getExpirationUnit()",2,1,2
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.getFormattedDuration(double)",2,2,2
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.getNumBatches()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.setExpirationFactor(float)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.setExpirationUnit(String)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.setNumBatches(int)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ExpirationTimePanel.updateTable()",1,3,3
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.FileTypeDialogData(MultimediaFile,Set<String>)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.actionPerformed(ActionEvent)",1,4,4
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.getFile()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.init()",1,3,3
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.update()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FileTypeDialogData.updateData()",2,5,7
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.FileTypePanel()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.actionPerformed(ActionEvent)",1,6,6
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.init()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.load()",1,4,4
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.save()",1,5,5
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.update()",1,2,2
"net.sourceforge.jvlt.ui.dialogs.FileTypePanel.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.FontChooser.FontChooser()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FontChooser.actionPerformed(ActionEvent)",1,5,5
"net.sourceforge.jvlt.ui.dialogs.FontChooser.getFontInfo()",1,3,6
"net.sourceforge.jvlt.ui.dialogs.FontChooser.setFontInfo(FontInfo)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.FontChooser.showDialog(Component)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FontChooser.updatePreview()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.FontChooser.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.InputList.InputList(String[],String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.InputList.addListSelectionListener(ListSelectionListener)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.InputList.getSelectedString()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.InputList.setSelectedString(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.InputList.valueChanged(ListSelectionEvent)",1,4,4
"net.sourceforge.jvlt.ui.dialogs.InvalidDataException.InvalidDataException(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.MessageDialog(Dialog,int,String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.MessageDialog(Dialog,int,int,String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.MessageDialog(Frame,int,String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.MessageDialog(Frame,int,int,String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.actionPerformed(ActionEvent)",1,4,4
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.getResult()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.init(int,String,String)",1,4,4
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.initUI()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.setIcon(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.setMessages(String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.showDialog(Component,int,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.showDialog(Component,int,String,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.showDialog(Component,int,int,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.showDialog(Component,int,int,String,String)",1,1,2
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.update()",1,6,6
"net.sourceforge.jvlt.ui.dialogs.MessageDialog.updateButtonRow()",1,5,5
"net.sourceforge.jvlt.ui.dialogs.MultimediaFileMetaData.MultimediaFileMetaData()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.MultimediaFileMetaData.init()",2,2,2
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog.PrintPreviewDialog(Frame,String,TablePrinter)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog.actionPerformed(ActionEvent)",1,3,3
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog.getOption()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog.init()",1,2,3
"net.sourceforge.jvlt.ui.dialogs.PrintPreviewDialog.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.PropertiesDialogData.PropertiesDialogData(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.PropertiesDialogData.getLanguage()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.PropertiesDialogData.updateData()",1,5,6
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.ActionHandler.actionPerformed(ActionEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.ResetStatsDialogData(int,int)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.resetAllEntries()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.updateData()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.ResetStatsDialogData.updateLabelText()",1,1,2
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.FontKey.FontKey(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.FontKey.getActionCommand()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.SettingsDialogData(JVLTModel)",1,5,7
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.init()",1,4,5
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.isFontUpdated(FontKey,Map<FontKey, Font>)",2,2,2
"net.sourceforge.jvlt.ui.dialogs.SettingsDialogData.updateData()",1,13,13
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTable()",1,1,1
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.AttributeTableModel()",1,1,1
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.clear()",1,1,1
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getAttributeAt(int)",2,3,4
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getColumnClass(int)",2,1,2
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getColumnName(int)",2,2,2
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getNumColumns(SchemaAttribute)",3,4,4
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getSelectedAttributes()",1,2,2
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.getValueAt(int,int)",3,2,4
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.isCellEditable(int,int)",2,1,2
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.setAvailableAttributes(SchemaAttribute[])",1,2,2
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.setSelectedAttributes(Collection<SchemaAttribute>,Collection<Integer>)",1,3,3
"net.sourceforge.jvlt.ui.io.AttributeTable.AttributeTableModel.setValueAt(Object,int,int)",1,8,8
"net.sourceforge.jvlt.ui.io.AttributeTable.setAvailableAttributes(SchemaAttribute[])",1,2,2
"net.sourceforge.jvlt.ui.io.AttributeTable.setSelectedAttributes(Collection<SchemaAttribute>,Collection<Integer>)",1,1,1
"net.sourceforge.jvlt.ui.io.CSVExportPanel.initLayout()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVExportPanel.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVExportPanel.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.ActionHandler.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.io.CSVImportPanel.ChangeHandler.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getColumnName(int)",2,1,2
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getColumnNames()",1,9,9
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getTranslation(String,int)",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.getValueAt(int,int)",2,1,2
"net.sourceforge.jvlt.ui.io.CSVImportPanel.PreviewTableModel.update()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.TableModelHandler.tableChanged(TableModelEvent)",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.createSpinnerModel()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getAttributeColumns()",1,2,2
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getAttributes()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getIgnoreFirstRow()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getLanguage()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getNumCategories()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getNumExamples()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getNumMultimediaFiles()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getNumSenses()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.getSchemaAttributes(String)",1,2,3
"net.sourceforge.jvlt.ui.io.CSVImportPanel.initComponents()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.initLayout()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVImportPanel.loadState()",4,7,7
"net.sourceforge.jvlt.ui.io.CSVImportPanel.saveState()",1,4,4
"net.sourceforge.jvlt.ui.io.CSVImportPanel.updateAttributePanel()",1,2,2
"net.sourceforge.jvlt.ui.io.CSVPanel.CSVPanel()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.FieldDelimiter.FieldDelimiter(char,String)",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.FieldDelimiter.getCharacter()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.FieldDelimiter.toString()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.getCharset()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.getFieldDelimiter()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.getTextDelimiter()",1,1,1
"net.sourceforge.jvlt.ui.io.CSVPanel.initComponents()",1,4,4
"net.sourceforge.jvlt.ui.io.ExportDialog.ExportDialog(Frame,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ExportSuccessDescriptor.ExportSuccessDescriptor(ExportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ExportSuccessDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.ExportSuccessDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.ExportWizardModel.ExportWizardModel(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ExportWizardModel.getButtonText(String)",3,3,3
"net.sourceforge.jvlt.ui.io.ExportWizardModel.isButtonEnabled(String)",5,4,6
"net.sourceforge.jvlt.ui.io.ExportWizardModel.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.ExportWizardModel.nextPanelDescriptor(String)",5,10,12
"net.sourceforge.jvlt.ui.io.ExportWizardModel.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.ActionHandler.actionPerformed(ActionEvent)",1,7,8
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.FinishExportDescriptor(ExportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.export()",1,4,4
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.getFileName()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.setClearStats(boolean)",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.setDict(Dict)",1,1,1
"net.sourceforge.jvlt.ui.io.FinishExportDescriptor.updateFileField()",1,1,1
"net.sourceforge.jvlt.ui.io.HTMLExportPanel.HTMLExportPanel()",1,1,1
"net.sourceforge.jvlt.ui.io.HTMLExportPanel.isBidirectional()",1,1,1
"net.sourceforge.jvlt.ui.io.HTMLExportPanel.setBidirectional(boolean)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportDialog.ImportDialog(Frame,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.ImportResultsDescriptor(ImportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.getClearStats()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.getLabel(int,int,String)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.setEntries(Collection<Entry>,Collection<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportResultsDescriptor.setExamples(Collection<Example>,Collection<Example>)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportSuccessDescriptor.ImportSuccessDescriptor(ImportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportSuccessDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportSuccessDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportWizardModel.ImportWizardModel(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.io.ImportWizardModel.getButtonText(String)",3,3,3
"net.sourceforge.jvlt.ui.io.ImportWizardModel.isButtonEnabled(String)",5,4,6
"net.sourceforge.jvlt.ui.io.ImportWizardModel.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.ImportWizardModel.nextPanelDescriptor(String)",5,10,11
"net.sourceforge.jvlt.ui.io.ImportWizardModel.prepareImport(Dict)",2,4,4
"net.sourceforge.jvlt.ui.io.ImportWizardModel.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.SpinnerEditor.SpinnerEditor()",1,1,1
"net.sourceforge.jvlt.ui.io.SpinnerEditor.getCellEditorValue()",1,1,1
"net.sourceforge.jvlt.ui.io.SpinnerEditor.getTableCellEditorComponent(JTable,Object,boolean,int,int)",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.ActionHandler.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.DialogHandler.dialogStateChanged(DialogEvent)",1,3,3
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.StartExportDescriptor(ExportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.getClearStats()",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.getDict()",1,4,4
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.getLabel(int,int,String)",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.loadState()",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.saveState()",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.setEntries(Collection<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.setExamples(Collection<Example>)",1,1,1
"net.sourceforge.jvlt.ui.io.StartExportDescriptor.updateUI()",1,3,3
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.ActionHandler.actionPerformed(ActionEvent)",1,5,6
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.StartImportDescriptor(ImportWizardModel)",1,1,1
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.getDict()",6,9,14
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.initUI()",1,1,1
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.loadState()",1,2,2
"net.sourceforge.jvlt.ui.io.StartImportDescriptor.saveState()",1,2,2
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.EntryAnswerDescriptor(QuizModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.getState()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.setState(int)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryAnswerDescriptor.stateChanged(StateEvent)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.EntryDescriptor(QuizModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.dictUpdated(DictUpdateEvent)",1,5,6
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.entryAttributesUpdated()",1,2,2
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.formatAttributeList(String[])",1,4,4
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.getEntry()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.getUserFlags()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.setEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.setQuizInfo(QuizInfo)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryDescriptor.setUserFlags(int)",4,3,4
"net.sourceforge.jvlt.ui.quiz.EntryInputAnswerDescriptor.EntryInputAnswerDescriptor(QuizModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputAnswerDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputAnswerDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputAnswerDescriptor.setResult(QueryResult)",1,4,4
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.EntryInputDescriptor(QuizModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.entryAttributesUpdated()",1,5,5
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.getAnswer()",2,3,4
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.getNumberOfQuestions()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.isAnswerKnown()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.prepareToShow()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryInputDescriptor.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryNullDescriptor.EntryNullDescriptor(QuizModel)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryNullDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryNullDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryQuestionDescriptor.EntryQuestionDescriptor(QuizModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryQuestionDescriptor.entryAttributesUpdated()",1,4,4
"net.sourceforge.jvlt.ui.quiz.EntryQuestionDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.EntryQuestionDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.FlagPanel.FlagPanel()",1,1,1
"net.sourceforge.jvlt.ui.quiz.FlagPanel.getSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.quiz.FlagPanel.setSelectedItem(UserFlag)",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizDialogData(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizListPanel.createOrUpdateItem()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizListPanel.getCurrentObject()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizListPanel.removeSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.QuizListPanel.selectionChanged()",1,2,2
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.getCurrentQuizInfo()",2,5,8
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.getQuizInfoList()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.setCurrentQuizInfo(QuizInfo)",1,3,3
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.setQuizInfoList(QuizInfo[])",1,2,2
"net.sourceforge.jvlt.ui.quiz.QuizDialogData.updateData()",2,2,2
"net.sourceforge.jvlt.ui.quiz.QuizModel.DictUpdateHandler.dictUpdated(DictUpdateEvent)",1,8,8
"net.sourceforge.jvlt.ui.quiz.QuizModel.QuizModel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizModel.createStatsUpdateAction(Entry[],Entry[],Map<Entry, Integer>)",1,5,5
"net.sourceforge.jvlt.ui.quiz.QuizModel.existsUnfinishedQuiz()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizModel.getButtonText(String)",4,4,4
"net.sourceforge.jvlt.ui.quiz.QuizModel.getJVLTModel()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizModel.getStatusString()",2,2,6
"net.sourceforge.jvlt.ui.quiz.QuizModel.isButtonEnabled(String)",23,22,24
"net.sourceforge.jvlt.ui.quiz.QuizModel.loadEntry(EntryDescriptor,Entry)",1,2,2
"net.sourceforge.jvlt.ui.quiz.QuizModel.loadResult(WizardPanelDescriptor)",1,7,7
"net.sourceforge.jvlt.ui.quiz.QuizModel.nextPanelDescriptor(String)",1,54,63
"net.sourceforge.jvlt.ui.quiz.QuizModel.panelDescriptorUpdated()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizModel.saveEntry(EntryDescriptor)",1,2,2
"net.sourceforge.jvlt.ui.quiz.QuizModel.saveQuizResults()",1,3,3
"net.sourceforge.jvlt.ui.quiz.QuizModel.saveResult(WizardPanelDescriptor)",2,11,16
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData.ActionHandler.actionPerformed(ActionEvent)",1,5,5
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData.QuizOptionsDialogData()",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData.initUi()",1,3,3
"net.sourceforge.jvlt.ui.quiz.QuizOptionsDialogData.updateData()",1,2,3
"net.sourceforge.jvlt.ui.quiz.QuizPanel.QuizPanel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.quiz.QuizPanel.getWizard()",1,1,1
"net.sourceforge.jvlt.ui.quiz.RepeatDescriptor.RepeatDescriptor(WizardModel)",1,1,1
"net.sourceforge.jvlt.ui.quiz.RepeatDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.ResultDescriptor(WizardModel)",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.actionPerformed(ActionEvent)",1,5,5
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.getFlagMap()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.getKnownEntries()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.getNotKnownEntries()",1,1,1
