CommitNumber;Entity;Class;Change;Superclass
58142dabec7eb048fb6436a80ceca9585c18e466;CLASS;org.apache.commons.io.input.TeeInputStreamTest;ADDED*;junit.framework.TestCase
58142dabec7eb048fb6436a80ceca9585c18e466;CLASS;org.apache.commons.io.input.TeeInputStream;ADDED*;.ProxyInputStream
38a545ab244ff59be6596ee92ef434444cc14fa8;CLASS;org.apache.commons.io.CausedIOExceptionTestCase;ADDED*;junit.framework.TestCase
38a545ab244ff59be6596ee92ef434444cc14fa8;CLASS;org.apache.commons.io.CausedIOException;ADDED*;java.io.IOException
f3a02c3d3b465d11e4b87f4d18539174d3b0ed58;CLASS;org.apache.commons.io.input.CharSequenceReaderTest;ADDED*;junit.framework.TestCase
f3a02c3d3b465d11e4b87f4d18539174d3b0ed58;CLASS;org.apache.commons.io.input.CharSequenceReader;ADDED*;java.io.Reader
e3f8ec1f49447d781e33075e68d8999ed9801066;CLASS;org.apache.commons.io.IOExceptionWithCauseTestCase;ADDED*;junit.framework.TestCase
e3f8ec1f49447d781e33075e68d8999ed9801066;CLASS;org.apache.commons.io.IOExceptionWithCause;ADDED*;java.io.IOException
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.SizeFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.PathFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.NameFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.LastModifiedFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.ExtensionFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.DefaultFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
f69a7400f354c3a3b5a74fe9bef2398e8ab3eee6;CLASS;org.apache.commons.io.comparator.ComparatorAbstractTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
f4d33f12a58acc718ed155bce507f2adbc9d9cd3;CLASS;org.apache.commons.io.output.FileWriterWithEncodingTest;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
f4d33f12a58acc718ed155bce507f2adbc9d9cd3;CLASS;org.apache.commons.io.output.FileWriterWithEncoding;ADDED*;java.io.Writer
e6855d06afc4c2d58b4daf2b6635536a14b2bf65;CLASS;org.apache.commons.io.filefilter.RegexFileFilterTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
b4cc56b12b17fac18772715777c411b3ab676a97;CLASS;org.apache.commons.io.output.StringBuilderWriterTest;ADDED*;junit.framework.TestCase
b4cc56b12b17fac18772715777c411b3ab676a97;CLASS;org.apache.commons.io.output.StringBuilderWriter;ADDED*;java.io.Writer
1c8058734da25821c90df8a3f650ac92463ea176;CLASS;org.apache.commons.io.monitor.FilesystemObserverTestCase;ADDED*;junit.framework.TestCase
044d83a8a7fef1b574eb7a281aaf3c09516e9bb4;CLASS;org.apache.commons.io.FileUtilsCleanSymlinksTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
d59925bd24dfd20a3dca289baf091a107037da5c;CLASS;org.apache.commons.io.comparator.DirectoryFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
d59925bd24dfd20a3dca289baf091a107037da5c;CLASS;org.apache.commons.io.comparator.CompositeFileComparatorTest;ADDED*;.ComparatorAbstractTestCase
d59925bd24dfd20a3dca289baf091a107037da5c;CLASS;org.apache.commons.io.comparator.DirectoryFileComparator;ADDED*;.AbstractFileComparator
d59925bd24dfd20a3dca289baf091a107037da5c;CLASS;org.apache.commons.io.comparator.CompositeFileComparator;ADDED*;.AbstractFileComparator
50217d5efac8700f88548693b902eb0c5c4b86f0;CLASS;org.apache.commons.io.input.BOMExclusionInputStreamTest;ADDED*;junit.framework.TestCase
50217d5efac8700f88548693b902eb0c5c4b86f0;CLASS;org.apache.commons.io.input.BOMExclusionInputStream;ADDED*;.ProxyInputStream
fcd1be848e8be541fb7d9536f8d367f4040e4d74;CLASS;org.apache.commons.io.output.WriterOutputStreamTest;ADDED*;junit.framework.TestCase
fcd1be848e8be541fb7d9536f8d367f4040e4d74;CLASS;org.apache.commons.io.input.ReaderInputStreamTest;ADDED*;junit.framework.TestCase
fcd1be848e8be541fb7d9536f8d367f4040e4d74;CLASS;org.apache.commons.io.output.WriterOutputStream;ADDED*;java.io.OutputStream
fcd1be848e8be541fb7d9536f8d367f4040e4d74;CLASS;org.apache.commons.io.input.ReaderInputStream;ADDED*;java.io.InputStream
6ede4192ee847fa39a8cf422799ebb6b335d3c2b;CLASS;org.apache.commons.io.output.BrokenOutputStreamTest;ADDED*;junit.framework.TestCase
6ede4192ee847fa39a8cf422799ebb6b335d3c2b;CLASS;org.apache.commons.io.input.BrokenInputStreamTest;ADDED*;junit.framework.TestCase
6ede4192ee847fa39a8cf422799ebb6b335d3c2b;CLASS;org.apache.commons.io.output.BrokenOutputStream;ADDED*;java.io.OutputStream
6ede4192ee847fa39a8cf422799ebb6b335d3c2b;CLASS;org.apache.commons.io.input.BrokenInputStream;ADDED*;java.io.InputStream
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.output.TaggedOutputStreamTest;ADDED*;junit.framework.TestCase
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.input.TaggedInputStreamTest;ADDED*;junit.framework.TestCase
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.TaggedIOExceptionTest;ADDED*;junit.framework.TestCase
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.output.TaggedOutputStream;ADDED*;.ProxyOutputStream
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.input.TaggedInputStream;ADDED*;.ProxyInputStream
2a1f5a2d37ae4bc27af3b6ab988bb3fd5d04f674;CLASS;org.apache.commons.io.TaggedIOException;ADDED*;.IOExceptionWithCause
1c1fea2aab5cde418fbdab6220e26fc7d5b89684;CLASS;org.apache.commons.io.TestFileFinder;ADDED*;.DirectoryWalker
1c1fea2aab5cde418fbdab6220e26fc7d5b89684;CLASS;org.apache.commons.io.TestFalseFileFinder;ADDED*;.TestFileFinder
1c1fea2aab5cde418fbdab6220e26fc7d5b89684;CLASS;org.apache.commons.io.TestCancelWalker;ADDED*;.DirectoryWalker
1c1fea2aab5cde418fbdab6220e26fc7d5b89684;CLASS;org.apache.commons.io.TestMultiThreadCancelWalker;ADDED*;.DirectoryWalker
5383199367ab611342e0890ad3e04f5a96924c48;CLASS;org.apache.commons.io.filefilter.MagicNumberFileFilter;ADDED*;.AbstractFileFilter
1e7f94a3ccaff8e9998a2309766d310040b9345c;CLASS;org.apache.commons.io.output.ProxyWriterTest;ADDED*;junit.framework.TestCase
1e7f94a3ccaff8e9998a2309766d310040b9345c;CLASS;org.apache.commons.io.input.ProxyReaderTest;ADDED*;junit.framework.TestCase
5c8246287f45f29eb6bd11e4f1b47e2569404f4a;CLASS;org.apache.commons.io.FileExistsException;ADDED*;java.io.IOException
