Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.bson.BsonDocument.SerializationProxy",11,2,14,16,11,1,1,1,19,19,0,11,0,"1,50",1,20,3
"org.bson.BsonDocumentReader",38,7,195,202,30,2,3,9,203,188,0,74,1,"1,39",20,85,46
"org.bson.BsonDocumentReader.BsonDocumentMarkableIterator",1,4,22,26,0,1,1,2,52,44,0,12,1,"1,50",2,13,9
"org.bson.BsonDocumentReader.Context",8,4,21,25,6,2,0,1,46,46,0,13,0,"2,00",2,16,12
"org.bson.BsonDocumentReader.Mark",5,7,19,26,5,2,1,1,16,16,0,13,1,"1,00",0,8,2
"org.bson.BsonDocumentWrapper",30,5,172,177,9,3,4,4,157,115,0,103,16,"1,21",20,50,29
"org.bson.BsonDocumentWriter",58,7,181,188,31,2,3,2,155,136,0,69,1,"1,21",2,53,34
"org.bson.BsonDocumentWriter.Context",7,4,20,24,6,2,0,1,17,17,0,14,0,"1,33",0,7,4
"org.bson.BsonDouble",20,1,68,69,3,3,1,2,79,64,0,45,3,"1,55",10,18,17
"org.bson.BsonElement",7,2,17,19,1,1,0,2,59,37,0,9,2,"2,60",4,10,13
"org.bson.BsonInt32",72,1,68,69,3,3,1,2,72,57,0,45,3,"1,45",10,13,16
"org.bson.BsonInt64",35,1,68,69,3,3,1,2,70,57,0,45,3,"1,45",10,13,16
"org.bson.BsonInvalidOperationException",25,7,56,63,1,5,1,0,26,9,0,28,0,"1,00",0,4,2
"org.bson.BsonJavaScript",15,1,58,59,2,2,0,2,52,37,0,45,3,"1,50",5,9,9
"org.bson.BsonJavaScriptWithScope",10,2,60,62,3,2,0,3,78,57,0,45,3,"1,75",7,15,14
"org.bson.BsonMaxKey",10,0,56,56,2,2,0,1,21,18,0,45,3,"1,00",4,4,4
"org.bson.BsonMinKey",10,0,56,56,2,2,0,1,21,18,0,45,3,"1,00",4,4,4
"org.bson.BsonNull",14,1,56,57,2,2,0,1,30,25,0,45,3,"1,50",4,5,6
"org.bson.BsonNumber",31,0,56,56,2,2,0,4,32,6,4,48,0,n/a,4,4,0
"org.bson.BsonObjectId",28,1,61,62,3,2,1,2,64,47,0,45,3,"1,50",6,15,12
"org.bson.BsonReader",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54,n/a
"org.bson.BsonReaderMark",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.BsonRegularExpression",35,2,61,63,3,2,0,4,82,56,0,45,3,"1,56",7,16,14
"org.bson.BsonSerializationException",14,7,55,62,1,5,1,0,16,6,0,28,0,"1,00",0,2,1
"org.bson.BsonString",103,1,60,61,2,2,1,2,59,44,0,45,3,"1,57",6,12,11
"org.bson.BsonSymbol",8,1,58,59,2,2,0,2,59,38,0,45,3,"1,67",5,10,10
"org.bson.BsonTimestamp",41,1,64,65,3,2,1,2,91,55,0,45,3,"1,27",8,13,14
"org.bson.BsonType",61,26,29,55,0,n/a,2,3,133,43,n/a,20,0,"1,25",3,5,5
"org.bson.BsonUndefined",16,0,55,55,2,2,0,1,28,20,0,46,2,"1,67",3,4,5
"org.bson.BsonValue",112,0,52,52,21,1,0,17,361,143,18,11,0,"1,05",38,42,41
"org.bson.BsonWriter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47,n/a
"org.bson.BsonWriterSettings",8,1,15,16,0,1,0,1,30,12,1,11,0,"1,00",1,3,3
"org.bson.ByteBuf",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,n/a
"org.bson.ByteBufNIO",19,2,77,79,2,1,1,1,168,158,1,11,0,"1,12",31,64,37
"org.bson.Document",92,2,75,77,16,1,3,4,326,156,0,19,3,"1,11",32,72,41
"org.bson.EmptyBSONCallback",4,0,72,72,3,1,1,30,126,123,1,11,0,"1,00",4,31,30
"org.bson.FieldNameValidator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.LazyBSONCallback",11,1,80,81,5,2,1,3,55,31,1,38,3,"1,00",5,12,8
"org.bson.LazyBSONDecoder",8,1,20,21,6,1,1,1,36,32,1,11,0,"1,00",4,11,4
"org.bson.LazyBSONList",5,3,121,124,3,2,4,19,131,114,1,40,0,"1,21",20,38,29
"org.bson.LazyBSONList.LazyBSONListIterator",5,2,20,22,4,1,1,2,35,29,0,12,1,"1,50",2,11,6
"org.bson.LazyBSONObject",33,3,47,50,26,1,1,5,403,320,2,8,3,"2,05",22,110,80
"org.bson.NoOpFieldNameValidator",3,0,16,16,1,1,1,2,10,10,0,11,0,"1,00",2,2,2
"org.bson.RawBsonDocument",34,7,178,185,28,3,4,8,277,216,0,102,18,"1,30",24,82,39
"org.bson.RawBsonDocument.SerializationProxy",2,2,14,16,2,1,1,1,15,15,0,11,0,"1,50",1,4,3
"org.bson.StringUtils",2,0,14,14,0,1,0,1,15,15,0,11,0,"2,00",1,9,4
"org.bson.Transformer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.UuidRepresentation",3,6,25,31,0,n/a,2,0,34,6,n/a,20,0,n/a,0,0,0
"org.bson.assertions.Assertions",42,0,17,17,0,1,0,4,63,27,0,11,0,"1,80",2,9,9
"org.bson.codecs.AtomicBooleanCodec",6,0,18,18,5,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.AtomicIntegerCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.AtomicLongCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BigDecimalCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BinaryCodec",8,0,18,18,7,1,3,3,20,15,0,11,0,"1,00",2,11,3
"org.bson.codecs.BooleanCodec",6,0,18,18,5,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonArrayCodec",15,2,21,23,13,1,3,2,60,37,1,11,0,"1,33",3,23,8
"org.bson.codecs.BsonBinaryCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonBooleanCodec",8,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonDBPointerCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonDateTimeCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonDecimal128Codec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonDocumentCodec",58,4,31,35,17,1,4,3,105,79,1,11,0,"1,46",8,45,19
"org.bson.codecs.BsonDocumentWrapperCodec",9,1,19,20,8,1,3,3,43,25,0,11,0,"1,25",2,9,5
"org.bson.codecs.BsonDoubleCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonInt32Codec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonInt64Codec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonJavaScriptCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonJavaScriptWithScopeCodec",11,1,19,20,9,1,3,2,31,21,0,11,0,"1,00",2,11,4
"org.bson.codecs.BsonMaxKeyCodec",8,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonMinKeyCodec",8,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonNullCodec",8,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonObjectIdCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonRegularExpressionCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonStringCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonSymbolCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.BsonTimestampCodec",8,0,18,18,6,1,3,3,18,13,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonTypeClassMap",26,1,19,20,14,1,0,1,102,56,0,9,2,"1,43",4,16,10
"org.bson.codecs.BsonTypeCodecMap",11,2,14,16,6,1,0,1,46,29,0,11,0,"3,00",1,9,6
"org.bson.codecs.BsonUndefinedCodec",8,0,18,18,6,1,3,3,26,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.BsonValueCodec",11,1,20,21,10,1,3,2,38,23,0,11,0,"1,00",2,13,5
"org.bson.codecs.BsonValueCodecProvider",70,2,19,21,54,1,1,2,107,88,0,11,0,"2,17",3,21,13
"org.bson.codecs.ByteArrayCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.ByteCodec",8,0,18,18,7,1,3,3,23,18,0,11,0,"1,33",2,7,4
"org.bson.codecs.CharacterCodec",8,0,18,18,7,1,3,3,25,20,0,11,0,"1,33",2,11,4
"org.bson.codecs.CodeCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.CodeWithScopeCodec",11,1,19,20,10,1,3,2,31,21,0,11,0,"1,00",2,11,4
"org.bson.codecs.Codec",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.bson.codecs.CollectibleCodec",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.bson.codecs.DateCodec",7,0,18,18,5,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.Decimal128Codec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.Decoder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.DecoderContext",106,2,16,18,3,1,0,3,39,16,0,11,0,"1,00",3,8,4
"org.bson.codecs.DecoderContext.Builder",28,1,16,17,1,1,0,2,31,15,0,11,0,"1,00",3,5,4
"org.bson.codecs.DocumentCodec",34,7,35,42,25,1,4,2,170,140,0,11,0,"1,89",8,69,34
"org.bson.codecs.DocumentCodecProvider",25,2,20,22,10,1,1,1,79,51,0,9,2,"2,14",3,17,15
"org.bson.codecs.DoubleCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.Encoder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.codecs.EncoderContext",107,2,17,19,3,1,0,3,50,19,0,11,0,"1,00",3,8,5
"org.bson.codecs.EncoderContext.Builder",29,1,15,16,1,1,0,2,25,12,0,11,0,"1,00",2,4,3
"org.bson.codecs.FloatCodec",8,0,18,18,7,1,3,3,23,18,0,11,0,"1,33",2,7,4
"org.bson.codecs.IdGenerator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.IntegerCodec",9,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.IterableCodec",14,3,22,25,13,1,3,2,78,60,0,11,0,"1,75",3,28,14
"org.bson.codecs.IterableCodecProvider",11,2,20,22,7,1,1,1,75,48,0,9,2,"2,00",3,16,14
"org.bson.codecs.LongCodec",8,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.MapCodec",19,5,24,29,19,1,3,2,101,73,0,11,0,"1,70",3,44,17
"org.bson.codecs.MapCodecProvider",9,2,20,22,7,1,1,1,74,48,0,9,2,"2,00",3,16,14
"org.bson.codecs.MaxKeyCodec",7,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.MinKeyCodec",7,0,18,18,6,1,3,3,20,15,0,11,0,"1,00",2,5,3
"org.bson.codecs.NumberCodecHelper",11,0,17,17,3,1,0,1,77,77,0,11,0,"4,20",4,11,21
"org.bson.codecs.ObjectIdCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,5,3
"org.bson.codecs.ObjectIdGenerator",4,0,14,14,2,1,1,1,11,6,0,11,0,"1,00",1,2,1
"org.bson.codecs.PatternCodec",8,1,20,21,7,1,3,2,57,49,0,11,0,"2,40",4,22,12
"org.bson.codecs.PatternCodec.RegexFlag",1,15,27,42,1,n/a,2,1,28,28,n/a,20,0,"1,50",1,6,3
"org.bson.codecs.RawBsonDocumentCodec",13,0,19,19,10,1,3,3,38,29,0,11,0,"1,00",2,17,4
"org.bson.codecs.ShortCodec",8,0,18,18,7,1,3,3,23,18,0,11,0,"1,33",2,7,4
"org.bson.codecs.StringCodec",7,0,18,18,6,1,3,3,23,18,0,11,0,"1,33",2,7,4
"org.bson.codecs.SymbolCodec",7,0,18,18,6,1,3,3,19,14,0,11,0,"1,00",2,7,3
"org.bson.codecs.UuidCodec",16,2,22,24,12,1,3,2,110,95,0,11,0,"2,71",3,20,19
"org.bson.codecs.UuidCodecHelper",1,0,14,14,0,1,0,1,13,11,0,11,0,"1,50",0,2,3
"org.bson.codecs.UuidCodecProvider",5,1,15,16,5,1,1,1,28,14,0,11,0,"1,50",1,3,3
"org.bson.codecs.ValueCodecProvider",39,1,19,20,28,1,1,1,88,54,0,9,2,"1,33",3,12,8
"org.bson.codecs.configuration.ChildCodecRegistry",4,3,20,23,4,1,1,1,65,63,0,9,2,"2,43",5,14,17
"org.bson.codecs.configuration.CodecCache",4,1,15,16,3,1,0,1,20,20,0,11,0,"1,67",2,12,5
"org.bson.codecs.configuration.CodecConfigurationException",22,6,50,56,0,4,1,0,27,9,0,26,0,"1,00",0,4,2
"org.bson.codecs.configuration.CodecProvider",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.configuration.CodecRegistries",37,0,20,20,6,1,0,2,117,42,0,11,0,"1,22",7,13,11
"org.bson.codecs.configuration.CodecRegistry",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.configuration.LazyCodec",9,3,20,23,8,1,3,1,27,27,0,11,0,"1,20",3,8,6
"org.bson.codecs.configuration.MapOfCodecsProvider",5,1,15,16,4,1,1,1,13,13,0,11,0,"1,50",1,6,3
"org.bson.codecs.configuration.Optional",2,1,18,19,1,1,0,3,33,33,2,10,1,"1,17",6,7,7
"org.bson.codecs.configuration.Optional.Some",1,1,20,21,1,2,0,2,18,18,0,11,1,"1,00",3,5,4
"org.bson.codecs.configuration.ProvidersCodecRegistry",7,2,20,22,6,1,2,1,59,59,0,9,2,"2,67",5,18,16
"org.bson.codecs.pojo.AutomaticPojoCodec",10,1,21,22,9,2,3,1,38,38,0,11,0,"1,00",3,13,5
"org.bson.codecs.pojo.ClassModel",19,10,29,39,6,1,0,11,180,124,0,8,3,"2,12",16,33,36
"org.bson.codecs.pojo.ClassModelBuilder",19,11,39,50,10,1,0,2,255,154,0,10,1,"1,44",24,56,39
"org.bson.codecs.pojo.CollectionCodec",10,2,20,22,9,1,3,1,37,37,0,11,0,"1,40",3,17,7
"org.bson.codecs.pojo.Convention",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.pojo.ConventionAnnotationImpl",16,0,19,19,15,1,1,1,120,120,0,11,0,"6,33",0,62,38
"org.bson.codecs.pojo.ConventionDefaultsImpl",4,0,14,14,3,1,1,1,19,19,0,11,0,"6,00",0,12,6
"org.bson.codecs.pojo.Conventions",7,4,13,17,3,1,0,0,36,9,0,11,0,"1,00",0,4,1
"org.bson.codecs.pojo.CreatorExecutable",6,5,23,28,2,1,0,3,78,78,0,11,0,"1,91",7,28,21
"org.bson.codecs.pojo.DiscriminatorLookup",5,2,17,19,2,1,0,1,51,50,0,11,0,"2,60",3,14,13
"org.bson.codecs.pojo.EnumCodec",6,1,19,20,5,1,3,2,18,18,0,11,0,"1,00",2,8,4
"org.bson.codecs.pojo.InstanceCreator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.codecs.pojo.InstanceCreatorFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.pojo.InstanceCreatorFactoryImpl",7,1,15,16,4,1,1,1,10,10,0,11,0,"1,00",1,3,2
"org.bson.codecs.pojo.InstanceCreatorImpl",7,5,19,24,6,1,1,1,72,72,0,11,0,"2,80",1,30,14
"org.bson.codecs.pojo.InvalidMapImplementation",1,0,49,49,0,1,1,12,48,48,0,22,0,"1,00",10,12,12
"org.bson.codecs.pojo.LazyPojoCodec",12,5,22,27,12,2,3,1,36,36,0,11,0,"1,17",4,10,7
"org.bson.codecs.pojo.MapCodec",10,2,20,22,9,1,3,1,39,39,0,11,0,"1,40",3,22,7
"org.bson.codecs.pojo.PojoBuilderHelper",18,3,27,30,15,1,0,2,228,228,0,11,0,"3,73",11,125,56
"org.bson.codecs.pojo.PojoCodec",6,0,16,16,2,1,3,1,3,3,3,11,0,n/a,1,1,0
"org.bson.codecs.pojo.PojoCodecImpl",31,6,37,43,29,2,3,2,294,294,0,10,1,"3,33",14,119,70
"org.bson.codecs.pojo.PojoCodecProvider",18,5,18,23,11,1,1,2,63,52,0,11,0,"2,00",4,20,10
"org.bson.codecs.pojo.PojoCodecProvider.Builder",12,5,19,24,4,1,0,1,92,43,0,11,0,"1,57",6,21,11
"org.bson.codecs.pojo.PropertyAccessor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.codecs.pojo.PropertyAccessorImpl",5,1,19,20,3,1,1,1,45,45,0,11,0,"1,80",3,17,9
"org.bson.codecs.pojo.PropertyMetadata",8,10,33,43,3,1,0,4,100,100,0,11,0,"1,24",18,35,26
"org.bson.codecs.pojo.PropertyModel",14,9,30,39,5,1,0,10,176,128,0,8,3,"2,61",16,29,47
"org.bson.codecs.pojo.PropertyModelBuilder",16,10,37,47,7,1,0,3,216,109,0,10,1,"1,04",24,32,26
"org.bson.codecs.pojo.PropertyModelSerializationImpl",4,0,15,15,1,1,1,1,8,8,0,11,0,"1,00",1,2,2
"org.bson.codecs.pojo.PropertySerialization",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.codecs.pojo.TypeData",13,3,23,26,2,1,0,2,114,101,0,8,3,"2,09",10,29,23
"org.bson.codecs.pojo.TypeData.Builder",10,2,17,19,2,1,0,1,84,63,0,11,0,"4,00",3,20,20
"org.bson.codecs.pojo.TypeParameterMap",8,1,19,20,1,1,0,2,54,39,0,8,3,"1,43",6,13,10
"org.bson.codecs.pojo.TypeParameterMap.Builder",4,1,16,17,1,1,0,1,38,19,0,11,0,"1,25",3,10,5
"org.bson.codecs.pojo.annotations.BsonCreator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.bson.codecs.pojo.annotations.BsonDiscriminator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.codecs.pojo.annotations.BsonId",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.bson.codecs.pojo.annotations.BsonIgnore",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.bson.codecs.pojo.annotations.BsonProperty",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.conversions.Bson",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.diagnostics.JULLogger",2,1,48,49,1,1,1,1,79,79,0,11,0,"1,00",7,25,20
"org.bson.diagnostics.Logger",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,n/a
"org.bson.diagnostics.Loggers",6,2,15,17,4,1,0,2,43,27,0,11,0,"1,67",2,10,5
"org.bson.diagnostics.SLF4JLogger",2,1,45,46,1,1,1,1,70,70,0,11,0,"1,00",6,34,17
"org.bson.internal.Base64",9,6,16,22,1,1,0,1,116,84,0,11,0,"4,25",3,8,17
"org.bson.internal.UnsignedLongs",3,4,20,24,0,1,0,2,142,92,0,11,0,"3,38",7,15,27
"org.bson.io.BasicOutputBuffer",21,2,72,74,4,3,4,1,113,93,0,28,2,"1,40",5,27,21
"org.bson.io.Bits",5,0,24,24,1,1,0,2,169,74,0,11,0,"1,25",9,15,15
"org.bson.io.BsonInput",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,n/a
"org.bson.io.BsonOutput",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a
"org.bson.io.ByteBufferBsonInput",22,4,51,55,5,1,3,1,169,154,0,11,0,"1,52",10,43,32
"org.bson.io.OutputBuffer",27,0,57,57,5,2,4,6,169,125,2,11,4,"1,28",6,38,23
"org.bson.json.Converter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.bson.json.DateTimeFormatter",3,1,16,17,1,1,0,2,39,35,0,11,0,"1,00",3,10,4
"org.bson.json.DateTimeFormatter.FormatterImpl",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.bson.json.DateTimeFormatter.Java8DateTimeFormatter",1,0,16,16,1,1,1,1,28,26,0,11,0,"1,00",2,12,3
"org.bson.json.DateTimeFormatter.JaxbDateTimeFormatter",1,2,16,18,1,1,1,2,40,39,0,11,0,"1,00",2,14,2
"org.bson.json.ExtendedJsonBinaryConverter",5,0,14,14,4,1,1,1,11,11,0,11,0,"1,00",0,9,1
"org.bson.json.ExtendedJsonDateTimeConverter",4,0,14,14,2,1,1,1,10,10,0,11,0,"1,00",0,6,1
"org.bson.json.ExtendedJsonDecimal128Converter",4,0,14,14,3,1,1,1,9,9,0,11,0,"1,00",0,6,1
"org.bson.json.ExtendedJsonDoubleConverter",4,0,14,14,2,1,1,1,9,9,0,11,0,"1,00",0,6,1
"org.bson.json.ExtendedJsonInt32Converter",3,0,14,14,2,1,1,1,9,9,0,11,0,"1,00",0,6,1
"org.bson.json.ExtendedJsonInt64Converter",3,0,14,14,2,1,1,1,9,9,0,11,0,"1,00",0,6,1
"org.bson.json.ExtendedJsonMaxKeyConverter",4,0,14,14,3,1,1,1,8,8,0,11,0,"1,00",0,4,1
"org.bson.json.ExtendedJsonMinKeyConverter",4,0,14,14,3,1,1,1,8,8,0,11,0,"1,00",0,4,1
"org.bson.json.ExtendedJsonObjectIdConverter",4,0,14,14,3,1,1,1,8,8,0,11,0,"1,00",0,5,1
"org.bson.json.ExtendedJsonRegularExpressionConverter",4,0,14,14,3,1,1,1,11,11,0,11,0,"1,00",0,7,1
"org.bson.json.ExtendedJsonTimestampConverter",5,0,15,15,4,1,1,1,15,14,0,11,0,"1,00",1,9,2
"org.bson.json.ExtendedJsonUndefinedConverter",4,0,14,14,3,1,1,1,8,8,0,11,0,"1,00",0,4,1
"org.bson.json.JsonBooleanConverter",3,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.JsonBuffer",4,3,19,22,1,1,0,1,36,36,0,11,0,"1,43",4,12,10
"org.bson.json.JsonDoubleConverter",3,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",0,3,1
"org.bson.json.JsonInt32Converter",3,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",0,3,1
"org.bson.json.JsonJavaScriptConverter",3,0,14,14,2,1,1,1,8,8,0,11,0,"1,00",0,4,1
"org.bson.json.JsonMode",7,6,25,31,0,n/a,2,0,34,7,n/a,20,0,n/a,0,0,0
"org.bson.json.JsonNullConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.JsonParseException",8,6,52,58,0,4,1,0,39,15,0,26,0,"1,00",0,8,4
"org.bson.json.JsonReader",36,9,238,247,26,2,3,8,1.196,1.173,0,74,1,"3,38",55,174,257
"org.bson.json.JsonReader.Context",4,2,18,20,2,2,0,2,11,11,0,11,2,"1,00",2,6,3
"org.bson.json.JsonReader.Mark",6,8,19,27,6,2,1,1,18,18,0,13,1,"1,00",0,10,2
"org.bson.json.JsonScanner",11,1,21,22,8,1,0,1,475,414,0,11,0,"12,67",6,30,114
"org.bson.json.JsonScanner.NumberState",1,13,25,38,0,n/a,2,0,13,13,n/a,20,0,n/a,0,0,0
"org.bson.json.JsonScanner.RegularExpressionState",1,7,25,32,0,n/a,2,0,7,7,n/a,20,0,n/a,0,0,0
"org.bson.json.JsonStringConverter",3,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.JsonSymbolConverter",3,0,14,14,2,1,1,1,8,8,0,11,0,"1,00",0,4,1
"org.bson.json.JsonToken",8,2,16,18,4,1,0,2,49,46,0,11,0,"4,00",3,16,16
"org.bson.json.JsonTokenType",4,18,25,43,0,n/a,2,0,66,18,n/a,20,0,n/a,0,0,0
"org.bson.json.JsonWriter",27,8,182,190,18,2,3,2,181,160,0,68,2,"1,10",2,78,34
"org.bson.json.JsonWriter.Context",3,3,20,23,2,2,0,1,30,13,0,13,1,"1,00",1,5,3
"org.bson.json.JsonWriterSettings",59,56,44,100,48,2,0,22,462,281,0,12,0,"2,24",22,35,65
"org.bson.json.JsonWriterSettings.Builder",17,21,35,56,13,1,0,22,253,116,0,11,0,"1,00",22,26,23
"org.bson.json.LegacyExtendedJsonBinaryConverter",5,0,14,14,4,1,1,1,9,9,0,11,0,"1,00",0,8,1
"org.bson.json.LegacyExtendedJsonDateTimeConverter",3,0,14,14,2,1,1,1,8,8,0,11,0,"1,00",0,5,1
"org.bson.json.LegacyExtendedJsonRegularExpressionConverter",4,0,14,14,3,1,1,1,9,9,0,11,0,"1,00",0,6,1
"org.bson.json.RelaxedExtendedJsonDateTimeConverter",5,2,14,16,4,1,1,1,14,14,0,11,0,"2,00",0,6,2
"org.bson.json.RelaxedExtendedJsonDoubleConverter",4,1,14,15,3,1,1,1,11,11,0,11,0,"2,00",0,6,2
