CommitNumber;Entity;Method
119;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.runValidator(ValidationRequest,File)
119;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.ValidationResult(ValidationRequest)
119;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.saveConfigurationResource(String,File)
119;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.getValidator(NodeType)
119;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
119;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.getChildResults()
119;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.Processor(ContentManager,File,ProcessorResourceResolver)
119;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.createWorkDirectoryName(CoreNodeMetadata)
119;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.ValidationResult(ValidationRequest,ClientValidationException)
119;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.toString()
119;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.validate(ValidationRequest)
122;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageLearningResourcesWriterStrategy.getSystemId()
122;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageLearningResourcesMarshallingTest.isXMLValidatable()
123;METHOD;uk.ac.ed.ph.aardvark.tools.legacyconversion.LegacyContentPageConversionStrategy.convertResources(LegacyMetadata,FullNodeMetadata,File)
123;METHOD;uk.ac.ed.ph.aardvark.processor.validator.ContentPageValidationStrategy.cookSourceCode(ContentNodePath,String[])
125;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageSourceMarshallingTest.isXMLValidatable()
125;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageSourceWriterStrategy.getSystemId()
126;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorConfigurationException.ProcessorConfigurationException()
126;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorConfigurationException.ProcessorConfigurationException(String,Throwable)
126;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorConfigurationException.ProcessorConfigurationException(String)
126;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorConfigurationException.ProcessorConfigurationException(Throwable)
128;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.expectSuccess(ContentNodeIdentifier,int,String)
128;METHOD;uk.ac.ed.ph.aardvark.processor.validator.MCQValidationStrategy.cookSourceCode(ContentNodePath,String[])
128;METHOD;uk.ac.ed.ph.aardvark.processor.validator.ProcessorValidatorTestSuite.suite()
129;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.runValidator(ValidationRequest,File)
130;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.main(String[])
130;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.Processor(ContentManager,File,ProcessorResourceResolver,StylesheetResourceReader)
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.validate(ValidationRequest)
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.getValidator(NodeType)
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.ContentPageValidationStrategy.cookSourceCode(ContentNodePath,String[])
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.ProcessorValidatorTestSuite.suite()
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.MCQValidationStrategy.cookSourceCode(ContentNodePath,String[])
133;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.expectSuccess(ContentNodeIdentifier,int,String)
135;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeLinkId.fromURI(URI)
137;METHOD;uk.ac.ed.ph.aardvark.core.databinding.CoreDatabindingTestSuite.suite()
139;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.endDocument()
139;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.getResults()
139;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XHTMLImageElementFinder.startElement(String,String,String,Attributes)
139;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.addResult(E)
139;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.endElement(String,String,String)
139;METHOD;uk.ac.ed.ph.aardvark.processor.util.AardvarkLinkFinder.findXlinkHrefs(Attributes)
139;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.foundErrors()
139;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.CSSStylesheetFinder.startElement(String,String,String,Attributes)
140;METHOD;uk.ac.ed.ph.aardvark.processor.validator.TeX4htTidyingPipeline.execute(File,String,StylesheetResourceReader,ProcessorResourceResolver,File)
141;METHOD;uk.ac.ed.ph.aardvark.cms.NodeNotFoundException.NodeNotFoundException(NodeIdentifier)
144;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.addResult(E)
144;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.startDocument()
144;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.getResults()
144;METHOD;uk.ac.ed.ph.aardvark.commons.xml.ResultAccumulatingFilter.reset()
147;METHOD;uk.ac.ed.ph.aardvark.core.globals.NodeType.isAllowableResourceType(ResourceType)
150;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.startElement(String,String,String,Attributes)
150;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceWriterStrategy.fireTreeNode(OrganisationTreeSourceNode)
150;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceMarshallingTest.checkSampleData(OrganisationTreeSource)
151;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.toString()
154;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
154;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.validate(ValidationRequest)
156;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.Processor(ContentManager,File,ProcessorResourceResolver,StylesheetResourceReader)
156;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.createValidationRequest(ContentNodeIdentifier)
157;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataManager.createNodeMetadata(FullNodeMetadata)
157;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getCoreMetadata(NodeInternalId)
157;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getFullMetadata(NodeInternalId)
157;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getNodeInternalId(NodeLinkId)
157;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getNodeInternalId(ContentNodePath)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeLinkId.toString()
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.MetadataCache.toString()
158;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.SimpleFilesystemResourceManagerTest.setUp()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.VersionNumber.equals(Object)
158;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.SimpleFilesystemResourceManagerTest.testGoodMoveNode()
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.MetadataCacheReaderStrategy.getContainerElements()
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.reset()
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.startDocument()
158;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.SimpleFilesystemResourceManagerTest.doChildrenTest(String,boolean,String)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.VersionNumber.toString()
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageLearningResources.toString()
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.startElement(String,String,String,Attributes)
158;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.setUp()
158;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LaTeXError.toString()
158;METHOD;uk.ac.ed.ph.aardvark.commons.xml.SAXErrorHandlerTest.suite()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeLinkId.hashCode()
158;METHOD;uk.ac.ed.ph.aardvark.processor.domain.AardvarkLaTeXException.toString()
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.endDocument()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourcePath.hashCode()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.VersionNumber.hashCode()
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.MCQSource.toString()
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageSource.toString()
158;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LaTeXLocation.toString()
158;METHOD;uk.ac.ed.ph.aardvark.commons.xml.SAXErrorHandler.error(SAXParseException)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.toString()
158;METHOD;uk.ac.ed.ph.aardvark.tools.legacyconversion.LegacyMetadata.toString()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeInternalId.hashCode()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeInternalId.toString()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeLinkId.equals(Object)
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.setDocumentLocator(Locator)
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.comment(char[],int,int)
158;METHOD;uk.ac.ed.ph.aardvark.core.resources.MetadataCacheReaderStrategy.getTextElements()
158;METHOD;uk.ac.ed.ph.aardvark.commons.xml.SAXErrorHandler.warning(SAXParseException)
158;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.fatalError(SAXParseException)
158;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.SimpleFilesystemResourceManagerTest.tearDown()
158;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.toString()
158;METHOD;uk.ac.ed.ph.aardvark.processor.util.AardvarkLinkFinder.startElement(String,String,String,Attributes)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodePath.toString()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourcePath.toString()
158;METHOD;uk.ac.ed.ph.aardvark.commons.xml.SAXErrorHandler.fatalError(SAXParseException)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourcePath.equals(Object)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.NodeInternalId.equals(Object)
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.hashCode()
158;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.equals(Object)
160;METHOD;uk.ac.ed.ph.aardvark.commons.xml.BinnedResultAccumulatingFilter.addResult(B,E)
160;METHOD;uk.ac.ed.ph.aardvark.commons.xml.BinnedResultAccumulatingFilter.startDocument()
160;METHOD;uk.ac.ed.ph.aardvark.commons.xml.BinnedResultAccumulatingFilter.setupResults()
160;METHOD;uk.ac.ed.ph.aardvark.commons.xml.BinnedResultAccumulatingFilter.addBin(B)
160;METHOD;uk.ac.ed.ph.aardvark.commons.xml.BinnedResultAccumulatingFilter.getResults(B)
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageSource.getContent()
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageSource.setLearningResources(ContentPageLearningResources)
161;METHOD;uk.ac.ed.ph.aardvark.commons.xml.XMLLexicalTeeFilter.setTeeContentHandler(ContentHandler)
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageLearningResources.getSelfTestReferences()
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageSource.getLearningResources()
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageSource.setContent(String)
161;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.expectSuccess(ContentNodeIdentifier,int,String)
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageLearningResources.getTextBookReference()
161;METHOD;uk.ac.ed.ph.aardvark.commons.xml.XMLLexicalTeeFilter.getTeeContentHandler()
161;METHOD;uk.ac.ed.ph.aardvark.commons.xml.XMLLexicalTeeFilter.setTeeLexicalHandler(LexicalHandler)
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageLearningResources.getTutorialReferences()
161;METHOD;uk.ac.ed.ph.aardvark.commons.xml.XMLLexicalTeeFilter.getTeeLexicalHandler()
161;METHOD;uk.ac.ed.ph.aardvark.core.resources.ContentPageLearningResources.setTextBookReference(String)
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.getGeneratedResourcePaths()
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.setGeneratedResourcePaths(ResourcePath[])
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.setValidationError(ClientValidationException)
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.getGeneratedDependencies()
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.setGeneratedDependencies(NodeLinkId[])
164;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.getValidationError()
165;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceWriterStrategy.fireTreeNode(OrganisationTreeSourceNode)
165;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.endElement(String,String,String)
165;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.startElement(String,String,String,Attributes)
165;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceMarshallingTest.checkSampleData(OrganisationTreeSource)
166;METHOD;uk.ac.ed.ph.aardvark.processor.util.StructuralElementFinder.startElement(String,String,String,Attributes)
166;METHOD;uk.ac.ed.ph.aardvark.processor.util.StructuralElementFinder.startDocument()
166;METHOD;uk.ac.ed.ph.aardvark.processor.ProcessorTestSuite.suite()
167;METHOD;uk.ac.ed.ph.aardvark.commons.databinding.SimpleReaderStrategy.startElement(String,String,String,Attributes)
167;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageLearningResourcesReaderStrategy.textElement(String,String,Attributes,String)
167;METHOD;uk.ac.ed.ph.aardvark.core.databinding.MCQSourceReaderStrategy.textElement(String,String,Attributes,String)
167;METHOD;uk.ac.ed.ph.aardvark.core.databinding.FullNodeMetadataReaderStrategy.textElement(String,String,Attributes,String)
167;METHOD;uk.ac.ed.ph.aardvark.commons.databinding.SimpleReaderStrategy.endElement(String,String,String)
167;METHOD;uk.ac.ed.ph.aardvark.core.databinding.ContentPageSourceReaderStrategy.textElement(String,String,Attributes,String)
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testSection2()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testDouble()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testDepth3()
168;METHOD;uk.ac.ed.ph.aardvark.core.resources.NodeNumberingInformation.getNodeNumber()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.AbstractTreeNodeNumberBuilderTest.testRootNodeSimple()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilder.nodeVisited(int[],NumberingScheme[],StructuralElementMap<String>)
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testSingle()
168;METHOD;uk.ac.ed.ph.aardvark.core.resources.NodeNumberingInformation.setNodeNumber(String)
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testRootNodeComplex()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilderTest.testDepth3Sibling()
168;METHOD;uk.ac.ed.ph.aardvark.processor.util.AbstractTreeNodeNumberBuilderTest.testFirstSectionSimple()
169;METHOD;uk.ac.ed.ph.aardvark.core.databinding.CoreDatabindingTestSuite.suite()
170;METHOD;uk.ac.ed.ph.aardvark.core.resources.MetadataCacheReaderStrategy.textElement(String,String,Attributes,String)
170;METHOD;uk.ac.ed.ph.aardvark.tools.legacyconversion.LegacyMetadataReaderStrategy.textElement(String,String,Attributes,String)
172;METHOD;uk.ac.ed.ph.aardvark.core.resources.OrganisationTreeMasterNode.setNumberingInformation(NodeNumberingInformation)
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.CoreDatabindingTestSuite.suite()
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.reset()
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.setResult(Object)
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceWriterStrategy.fireTreeNode(OrganisationTreeSourceNode)
172;METHOD;uk.ac.ed.ph.aardvark.processor.util.AbstractTreeNodeNumberBuilderTest.checkNumbers(StructuralElementMap<String>,StructuralElementType,Object)
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.NodeNumberingInformationMarshallingTest.verify(StructuralElementMap<String>,StructuralElementType,Object)
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.startContainerElement(String,String,Attributes)
172;METHOD;uk.ac.ed.ph.aardvark.core.databinding.OrganisationTreeSourceReaderStrategy.endContainerElement(String,String)
172;METHOD;uk.ac.ed.ph.aardvark.core.resources.OrganisationTreeMasterNode.getNumberingInformation()
173;METHOD;uk.ac.ed.ph.aardvark.core.resources.OrganisationTreeMasterNode.setNumberingInformation(NodeNumberingInformation)
174;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.serveResource(ResourceRequest)
175;METHOD;uk.ac.ed.ph.aardvark.processor.util.DefaultTreeNodeNumberingBuilder.nodeVisited(int[],NumberingScheme[],StructuralElementMap<String>)
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleXMLError(ContentNodeIdentifier,int,String)
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.FolderValidatorTest.testSimpleValidation()
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleSourceTeXFailure(ContentNodeIdentifier,int,String)
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleErrorElement(ContentNodeIdentifier,int,String)
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.expectSuccess(ContentNodeIdentifier,int,String)
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.ProcessorValidatorTestSuite.suite()
176;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.assertCompleteFailure(ValidationResult)
177;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
177;METHOD;uk.ac.ed.ph.aardvark.processor.validator.Validator.validate(ValidationRequest)
178;METHOD;uk.ac.ed.ph.aardvark.processor.CachedStylesheetResourceReader.CachedStylesheetResourceReader(ProcessorResourceResolver)
178;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.main(String[])
178;METHOD;uk.ac.ed.ph.aardvark.processor.CachedStylesheetResourceReader.CachedStylesheetResourceReader(ProcessorResourceResolver,int)
179;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.expectSuccess(ContentNodeIdentifier,int,String)
180;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.serveResource(ResourceRequest)
182;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidationStrategy.setProcessor(Processor)
182;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidationStrategy.getProcessor()
184;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.ResourceServer(Processor)
184;METHOD;uk.ac.ed.ph.aardvark.processor.AbstractProcessorStrategy.setProcessor(Processor)
184;METHOD;uk.ac.ed.ph.aardvark.processor.Validator.Validator(Processor)
184;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.serveDynamicResource(ResourceRequest)
184;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.validate(ContentNodeIdentifier)
184;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.serveResource(ResourceRequest)
184;METHOD;uk.ac.ed.ph.aardvark.processor.validator.OrganisationTreeValidationStrategy.validate(ValidationRequest)
184;METHOD;uk.ac.ed.ph.aardvark.processor.AbstractProcessorStrategy.getProcessor()
184;METHOD;uk.ac.ed.ph.aardvark.processor.Processor.serveResource(ResourcePath)
186;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataManagerTest.getConfigLocations()
189;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.sync()
193;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerUtilities.deleteGeneratedResources(ContentManager,ContentNodeIdentifier)
194;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.ensureGetNodeInternalId(ContentNodeIdentifier)
194;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.getCoreNodeMetadata(ContentNodeIdentifier)
194;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.getFullNodeMetadata(ContentNodeIdentifier)
196;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.createNode(FullNodeMetadata)
196;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.createSample()
198;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.createNode(FullNodeMetadata)
200;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataManagerTest.setUp()
202;METHOD;uk.ac.ed.ph.aardvark.commons.util.AbstractSafeProperties.getProperties()
202;METHOD;uk.ac.ed.ph.aardvark.commons.util.AbstractSafeProperties.getURIProperty(String)
202;METHOD;uk.ac.ed.ph.aardvark.commons.util.AbstractSafeProperties.toUri(String,String)
202;METHOD;uk.ac.ed.ph.aardvark.processor.validator.TeX4htTidyingPipeline.execute(File,String,StylesheetResourceReader,ProcessorResourceResolver,File)
