Complexity metrics,Ter, 24 out 2017 16:51:12 BRST
Method,ev(G),iv(G),v(G)
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.notifyResourceEventStart()",1,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.removeFileListener(IFileListener)",3,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.removeFolderListener(IFolderListener)",3,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.removeProjectListener(IProjectListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.removeRawDeltaListener(IRawDeltaListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.removeResourceEventListener(IResourceEventListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.startMonitoring(IWorkspace)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.stopMonitoring(IWorkspace)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.ProjectClassLoader(ClassLoader,IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.findClass(String)",7,3,8
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.getExternalJars()",1,12,14
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.getFile(File,String[],int)",12,12,15
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.loadClassFromJar(String)",1,2,3
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectClassLoader.loadFromProject(IJavaProject,String)",5,2,7
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.ProjectResources(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.createResourceItem(String)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.getConfiguredResources(FolderConfiguration)",1,9,9
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.getDynamicId(String)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.getResourceFolder(IFolder)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.getResourceId(ResourceType,String)",5,5,6
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.resetDynamicIds()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.resolveResourceId(int)",1,4,4
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.resolveStyleable(int[])",2,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ProjectResources.setCompiledResources(Map<Integer, Pair<ResourceType, String>>,Map<IntArrayWrapper, String>,Map<ResourceType, Map<String, Integer>>)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.ResourceEventListener.addProject(IProject)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.ResourceEventListener.resourceChangeEventEnd()",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.ResourceEventListener.resourceChangeEventStart()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.ResourceManager()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.addListener(IResourceListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.createProject(IProject)",3,10,13
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.getInstance()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.getKindString(int)",5,2,5
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.getProjectResources(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.getResourceFolder(IFile)",3,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.getResourceFolder(IFolder)",2,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.isInResFolder(IPath)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.loadFrameworkResources(IAndroidTarget)",2,2,3
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.notifyListenerOnFileChange(IProject,ResourceFile,int)",1,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.notifyListenerOnFolderChange(IProject,ResourceFolder,int)",1,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.processDelta(IResourceDelta)",2,5,6
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.removeListener(IResourceListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.setup(GlobalProjectMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.updateFile(IFile,IMarkerDelta[],int)",3,5,8
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.updateFolder(IFolder,int)",3,10,14
"com.android.ide.eclipse.adt.internal.sdk.AdtConsoleSdkLog.error(Throwable,String,Object...)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AdtConsoleSdkLog.printf(String,Object...)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.AdtConsoleSdkLog.warning(String,Object...)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.AndroidJarLoader(String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.ClassWrapper(Class<?>)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.equals(Object)",2,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.getDeclaredClasses()",1,1,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.getEnclosingClass()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.getFullClassName()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.getSimpleName()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.getSuperclass()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.hashCode()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.isInstantiable()",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.ClassWrapper.wrappedClass()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.defineAndCacheClass(String,byte[])",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.entryPathToClassName(String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.findClass(String)",4,3,6
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.findClassesDerivingFrom(String,String[])",9,8,11
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.getClass(String)",1,1,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.getSource()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.loadClassData(String)",5,3,5
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.preLoadClasses(String,String,IProgressMonitor)",6,4,8
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoader.readZipData(ZipInputStream,int)",4,5,9
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest._findClass(AndroidJarLoader,String)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.getPrivateClassCache()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.getPrivateEntryCache()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.setUp()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.tearDown()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.testFindClass_classFound()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.testFindClass_classNotFound()",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.testFindClassesDerivingFrom()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.testPreLoadClasses()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidJarLoaderTest.testPreLoadClasses_classNotFound()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.AndroidTargetData(IAndroidTarget)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.dispose()",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getAnimDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getAnimatorDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getAttributeValues(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getAttributeValues(String,String,String)",3,2,3
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getColorDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getDescriptorProvider(int)",14,6,14
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getDrawableDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getEnumValueMap()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getFrameworkResources()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getLayoutDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getLayoutLibrary()",1,4,4
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getManifestDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getMenuDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.getXmlDescriptors()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.setExtraData(AndroidManifestDescriptors,LayoutDescriptors,MenuDescriptors,XmlDescriptors,DrawableDescriptors,AnimatorDescriptors,AnimDescriptors,ColorDescriptors,Map<String, Map<String, Integer>>,String[],String[],String[],String[],String[],String[],IOptionalLibrary[],ResourceRepository,LayoutLibrary)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.setIntentFilterActionsAndCategories(String[],String[],String[],String[])",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.setOptionalLibraries(String[],IOptionalLibrary[])",1,5,5
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.setPermissions(String[])",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetData.setValues(String,String[])",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.AndroidTargetParser(IAndroidTarget)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectAppWidgetDefinitions(AttrsXmlParser)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectIntentFilterActionsAndCategories(ArrayList<String>,ArrayList<String>,ArrayList<String>,ArrayList<String>)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectLayoutClasses(AndroidJarLoader,AttrsXmlParser,Collection<ViewClassInfo>,Collection<ViewClassInfo>,IProgressMonitor)",1,3,6
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectManifestDefinitions(AttrsXmlParser)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectMenuDefinitions(AttrsXmlParser)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectPermissions(AndroidJarLoader)",2,8,12
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectPreferenceClasses(AndroidJarLoader,AttrsXmlParser,Collection<ViewClassInfo>,Collection<ViewClassInfo>,IProgressMonitor)",1,4,5
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectSearchableDefinitions(AttrsXmlParser)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.collectValues(String,ArrayList<String>)",1,9,9
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.preload(AndroidJarLoader,IProgressMonitor)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.AndroidTargetParser.run(IProgressMonitor)",14,3,16
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.DeviceConfig.DeviceConfig(String,FolderConfiguration)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.DeviceConfig.getConfig()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.DeviceConfig.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.LayoutDevice(String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.addConfig(String,FolderConfiguration)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.addConfigs(List<DeviceConfig>)",4,4,4
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.createNode(Document,Element,String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.doAddConfig(String,FolderConfiguration)",3,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getConfigs()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getDeviceConfigByName(String)",3,2,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getFolderConfigByName(String)",3,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getXDpi()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.getYDpi()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.removeConfig(String)",3,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.saveConfigTo(Document,Element,String,FolderConfiguration)",1,13,13
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.saveTo(Document,Element)",1,4,4
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.seal()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.setXDpi(float)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevice.setYDpi(float)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceHandler.characters(char[],int,int)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceHandler.endElement(String,String,String)",1,21,21
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceHandler.getDevices()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceHandler.startElement(String,String,String,Attributes)",1,5,6
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.CaptureErrorHandler.CaptureErrorHandler(String)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.CaptureErrorHandler.error(SAXParseException)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.CaptureErrorHandler.fatalError(SAXParseException)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.CaptureErrorHandler.foundError()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.CaptureErrorHandler.warning(SAXParseException)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.LayoutDeviceManager()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.addUserConfiguration(LayoutDevice,String,FolderConfiguration)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.addUserDevice(String,float,float)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.combineLayoutDevices()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.getAddOnLayoutDevice()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.getCombinedList()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.getDefaultLayoutDevices()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.getUserLayoutDevice(String)",3,2,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.getUserLayoutDevices()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.loadDefaultAndUserDevices(String)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.loadDefaultLayoutDevices(String)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.parseAddOnLayoutDevice(File)",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.parseLayoutDevices(File,List<LayoutDevice>)",1,5,6
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.removeUserConfiguration(LayoutDevice,String)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.removeUserDevice(LayoutDevice)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.replaceUserConfiguration(LayoutDevice,String,String,FolderConfiguration)",1,4,4
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.replaceUserDevice(LayoutDevice,String,float,float)",2,3,4
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.save()",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.sealAddonLayoutDevices()",1,1,1
"com.android.ide.eclipse.adt.internal.sdk.LayoutDeviceManager.write(File,List<LayoutDevice>)",1,3,3
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevicesXsd.getValidator(ErrorHandler)",1,2,2
"com.android.ide.eclipse.adt.internal.sdk.LayoutDevicesXsd.getXsdStream()",1,1,1
