Class,CBO,Command,CSA,CSO,CSOA,Cyclic,DIT,Dpt,Inner,Inner,LCOM,LOC,MPC,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,Query,RFC,STAT,SUB,WMC
"org.apache.tools.ant.taskdefs.Get.VerboseProgress",2,3,2,19,21,2,1,1,0,1,1,40,4,2,0,21,3,0,11,0,0,"1,25",2,"0,25","2,00",4,0,7,8,0,5
"org.apache.tools.ant.taskdefs.HostInfo",4,8,25,61,86,0,3,0,0,1,1,192,73,16,9,153,9,0,45,1,0,"3,20",8,"0,80","7,50",24,2,32,75,0,32
"org.apache.tools.ant.taskdefs.ImportTask",17,8,15,65,80,0,3,0,0,1,1,279,102,6,9,196,12,0,45,1,0,"2,86",8,"1,21","7,50",36,5,67,105,0,40
"org.apache.tools.ant.taskdefs.Input",10,6,15,59,74,0,3,1,2,1,1,114,20,6,9,66,6,0,45,1,0,"1,88",6,"0,62","3,50",16,1,26,28,0,15
"org.apache.tools.ant.taskdefs.Input.Handler",8,3,16,75,91,0,5,1,0,1,1,70,5,3,13,42,7,0,62,0,0,"1,43",4,"0,43","2,14",9,4,14,15,0,10
"org.apache.tools.ant.taskdefs.Input.HandlerType",7,0,4,22,26,0,2,1,0,0,2,20,1,2,2,15,2,0,17,0,0,"1,00",1,"0,00","1,00",1,2,7,2,0,2
"org.apache.tools.ant.taskdefs.JDBCTask",10,13,23,77,100,0,3,2,0,1,1,426,n/a,14,9,213,26,1,46,0,0,"1,69",8,"0,54","3,69",29,13,62,96,1,44
"org.apache.tools.ant.taskdefs.Jar",33,27,61,227,288,0,5,4,2,2,3,1.041,3,21,40,662,28,2,143,8,0,"3,24",10,"1,24","9,61",27,9,163,365,2,123
"org.apache.tools.ant.taskdefs.Jar.FilesetManifestConfig",2,0,2,21,23,0,2,1,0,0,1,12,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Jar.StrictMode",3,0,2,24,26,0,2,1,0,0,2,26,3,0,2,13,2,0,17,0,0,"1,25",2,"0,25","0,75",1,2,7,3,0,5
"org.apache.tools.ant.taskdefs.Java",36,48,27,113,140,0,3,11,0,1,1,852,201,18,9,460,54,0,40,6,0,"1,71",14,"0,87","3,61",33,12,176,224,0,106
"org.apache.tools.ant.taskdefs.Javac",29,42,60,204,264,10,4,11,1,2,20,1.093,28,50,10,607,86,2,86,1,0,"1,70",12,"0,49","2,91",22,45,157,256,2,150
"org.apache.tools.ant.taskdefs.Javac.ImplementationSpecificArgument",3,1,7,34,41,0,4,2,0,1,1,14,1,0,7,6,1,0,30,0,0,"1,00",1,"1,00","1,00",1,0,2,1,0,1
"org.apache.tools.ant.taskdefs.Javadoc",39,95,50,162,212,1,3,1,12,1,1,1.736,11,41,9,1.133,110,0,45,1,0,"2,16",2,"1,01","5,38",4,16,288,603,0,242
"org.apache.tools.ant.taskdefs.Javadoc.AccessType",2,0,2,21,23,0,2,1,0,0,1,15,0,0,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Javadoc.DocletInfo",3,0,6,30,36,0,3,1,0,1,1,26,2,1,5,11,2,0,26,0,0,"1,00",1,"0,00","2,00",3,2,5,4,0,2
"org.apache.tools.ant.taskdefs.Javadoc.DocletParam",2,2,2,16,18,0,1,2,0,0,2,44,0,2,0,16,4,0,11,0,0,"1,00",1,"0,50","1,00",1,2,4,4,0,4
"org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo",5,3,5,28,33,0,2,2,0,1,2,68,5,2,3,29,6,1,20,0,0,"1,33",2,"0,50","1,67",3,3,11,10,1,8
"org.apache.tools.ant.taskdefs.Javadoc.GroupArgument",3,4,2,19,21,0,1,1,0,0,2,69,14,2,0,40,6,0,11,0,0,"1,57",3,"0,57","3,00",9,2,21,21,0,11
"org.apache.tools.ant.taskdefs.Javadoc.Html",2,1,1,14,15,0,1,2,0,0,1,26,2,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,5,2,0,2
"org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream",3,2,6,39,45,0,4,1,0,3,1,44,9,2,4,39,2,0,24,1,0,"2,50",6,"0,75","4,25",12,1,8,17,0,10
"org.apache.tools.ant.taskdefs.Javadoc.LinkArgument",1,5,5,23,28,0,1,1,0,0,5,87,0,5,0,39,10,0,11,0,0,"1,00",1,"0,45","0,91",1,5,11,10,0,11
"org.apache.tools.ant.taskdefs.Javadoc.PackageName",2,1,1,15,16,0,1,2,0,0,1,31,2,1,0,13,2,0,10,1,0,"1,00",1,"0,33","1,00",1,2,4,3,0,3
"org.apache.tools.ant.taskdefs.Javadoc.ResourceCollectionContainer",2,1,1,14,15,0,1,1,0,0,1,24,2,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,5,2,0,2
"org.apache.tools.ant.taskdefs.Javadoc.SourceFile",1,1,1,16,17,0,1,1,0,0,1,37,0,1,0,14,2,0,11,0,0,"1,00",1,"0,50","0,75",1,1,4,3,0,4
"org.apache.tools.ant.taskdefs.Javadoc.TagArgument",6,3,18,150,168,1,5,1,0,4,1,127,17,3,15,80,4,0,110,0,0,"4,40",13,"0,60","9,00",36,1,19,45,0,22
"org.apache.tools.ant.taskdefs.Jikes",6,1,4,14,18,0,1,0,0,0,1,95,22,4,0,64,1,0,11,0,0,"3,00",5,"2,00","19,00",31,0,26,38,0,6
"org.apache.tools.ant.taskdefs.JikesOutputParser",4,10,7,29,36,0,1,1,0,1,4,138,20,7,0,76,11,0,11,0,0,"1,83",6,"0,83","2,67",13,1,22,32,0,22
"org.apache.tools.ant.taskdefs.KeySubst",3,6,13,58,71,0,3,0,0,1,1,149,42,4,9,96,6,0,45,1,0,"2,00",4,"1,00","8,14",25,1,36,57,0,14
"org.apache.tools.ant.taskdefs.Length",20,14,20,69,89,1,3,1,6,2,1,188,5,11,9,123,16,0,45,1,0,"2,12",2,"0,82","3,18",1,3,44,54,0,36
"org.apache.tools.ant.taskdefs.Length.AccumHandler",6,1,2,20,22,0,2,2,0,0,1,20,5,1,1,20,2,1,13,0,0,"1,25",2,"0,50","1,75",4,1,8,7,1,5
"org.apache.tools.ant.taskdefs.Length.AllHandler",3,1,2,22,24,0,3,1,0,0,1,9,5,0,2,9,0,0,14,1,0,"1,00",1,"0,50","1,50",2,0,7,3,0,2
"org.apache.tools.ant.taskdefs.Length.EachHandler",3,1,1,18,19,0,2,1,0,0,1,16,11,0,1,15,1,0,13,0,0,"1,50",2,"1,00","3,50",6,0,9,7,0,3
"org.apache.tools.ant.taskdefs.Length.FileMode",2,0,3,21,24,1,2,1,0,0,1,11,0,1,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Length.Handler",6,2,1,16,17,0,1,4,0,0,2,13,n/a,1,0,13,2,2,11,0,0,"1,00",1,"0,50","1,00",1,1,5,3,3,3
"org.apache.tools.ant.taskdefs.Length.When",2,0,2,24,26,0,3,1,0,0,0,6,0,0,2,2,0,0,19,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.LoadFile",2,1,15,59,74,0,4,0,0,1,1,16,1,0,15,5,1,0,53,0,0,"1,00",1,"1,00","1,00",1,0,3,1,0,1
"org.apache.tools.ant.taskdefs.LoadProperties",16,10,14,64,78,0,3,0,0,1,1,185,37,5,9,103,12,0,45,1,0,"1,77",7,"0,69","4,31",35,3,53,56,0,23
"org.apache.tools.ant.taskdefs.LoadResource",10,7,15,58,73,0,3,1,0,1,1,181,31,6,9,114,6,1,45,1,0,"3,71",18,"0,86","8,43",49,0,35,59,1,26
"org.apache.tools.ant.taskdefs.Local",4,2,10,53,63,0,3,0,0,1,1,22,3,1,9,12,1,0,45,1,0,"1,50",2,"0,50","2,00",3,0,6,4,0,3
"org.apache.tools.ant.taskdefs.LogOutputStream",22,3,4,35,39,294,3,18,0,3,2,75,5,2,2,30,3,2,20,1,0,"1,00",1,"1,14","1,43",3,1,10,10,2,7
"org.apache.tools.ant.taskdefs.LogStreamHandler",18,1,7,38,45,294,2,13,0,1,1,41,7,0,7,18,0,0,23,1,0,"1,00",1,"2,00","2,33",5,0,10,7,0,3
"org.apache.tools.ant.taskdefs.MacroDef",17,6,19,74,93,294,4,6,5,1,5,311,7,8,11,208,18,0,49,1,0,"2,84",2,"0,74","5,68",3,13,63,108,0,54
"org.apache.tools.ant.taskdefs.MacroDef.Attribute",4,4,4,22,26,294,1,3,0,0,4,111,8,4,0,61,8,0,9,2,0,"1,90",9,"0,50","2,70",16,6,16,27,0,19
"org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition",4,0,8,38,46,294,2,1,0,0,1,59,6,1,7,29,0,0,27,3,0,"1,75",2,"1,50","3,50",5,3,10,14,0,7
"org.apache.tools.ant.taskdefs.MacroDef.NestedSequential",4,1,1,16,17,294,1,1,0,1,1,43,6,1,0,23,3,0,11,0,0,"2,00",4,"0,67","4,33",11,2,8,13,0,6
"org.apache.tools.ant.taskdefs.MacroDef.TemplateElement",3,4,4,22,26,294,1,2,0,0,4,109,7,4,0,51,8,0,9,2,0,"1,60",4,"0,50","1,70",6,6,17,17,0,16
"org.apache.tools.ant.taskdefs.MacroDef.Text",3,5,5,24,29,294,1,2,0,0,5,108,7,5,0,57,10,0,9,2,0,"1,25",3,"0,50","1,58",6,7,18,19,0,15
"org.apache.tools.ant.taskdefs.MacroInstance",15,6,20,64,84,294,3,3,1,3,2,328,145,11,9,284,10,0,45,1,0,"5,55",16,"0,91","16,09",54,5,97,177,0,61
"org.apache.tools.ant.taskdefs.MacroInstance.Element",2,1,1,15,16,0,1,0,0,1,1,20,1,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,4,2,0,2
"org.apache.tools.ant.taskdefs.MakeUrl",11,9,18,64,82,0,3,1,0,1,1,241,51,9,9,129,12,0,45,1,0,"2,15",6,"0,77","5,85",20,4,41,76,0,28
"org.apache.tools.ant.taskdefs.Manifest",10,7,18,30,48,2,1,6,2,0,1,411,168,18,0,245,13,0,8,3,0,"2,61",7,"0,78","6,72",22,9,72,121,0,47
"org.apache.tools.ant.taskdefs.Manifest.Attribute",7,8,5,29,34,2,1,5,0,0,1,268,48,5,0,141,12,0,9,2,0,"2,00",7,"0,82","4,24",21,6,40,72,0,34
"org.apache.tools.ant.taskdefs.Manifest.Section",8,8,3,30,33,2,1,4,0,0,1,360,93,3,0,214,15,0,8,3,0,"2,72",11,"0,83","6,06",28,10,57,109,0,49
"org.apache.tools.ant.taskdefs.ManifestClassPath",8,5,13,56,69,0,3,0,0,1,1,134,27,4,9,88,4,0,45,1,0,"3,40",11,"0,80","10,60",44,0,31,53,0,17
"org.apache.tools.ant.taskdefs.ManifestException",7,0,6,44,50,0,3,7,0,1,0,15,1,1,5,6,0,0,26,0,0,"1,00",1,"1,00","1,00",1,0,2,1,0,1
"org.apache.tools.ant.taskdefs.ManifestTask",12,9,16,61,77,0,3,1,1,1,1,218,35,7,9,123,8,0,45,1,0,"2,30",10,"0,80","6,50",41,0,44,65,0,23
"org.apache.tools.ant.taskdefs.ManifestTask.Mode",2,0,2,21,23,0,2,1,0,0,1,13,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.MatchingTask",54,30,10,116,126,294,3,26,0,2,1,351,n/a,1,9,149,40,22,45,1,0,"1,12",4,"0,78","1,32",8,11,91,54,28,46
"org.apache.tools.ant.taskdefs.Mkdir",4,2,11,55,66,0,3,0,0,1,1,79,18,2,9,49,3,0,45,1,0,"2,50",6,"0,50","5,50",14,2,14,22,0,10
"org.apache.tools.ant.taskdefs.Move",14,7,36,107,143,0,4,1,0,1,1,328,131,1,35,234,7,0,84,2,0,"5,50",21,"1,70","14,70",66,2,68,147,0,55
"org.apache.tools.ant.taskdefs.Nice",4,3,11,54,65,0,3,0,0,1,1,66,9,2,9,31,2,0,45,1,0,"2,00",3,"0,67","4,67",10,0,14,14,0,6
"org.apache.tools.ant.taskdefs.Pack",10,11,13,64,77,0,3,2,0,1,2,163,n/a,4,9,95,11,2,45,1,0,"1,92",4,"0,85","3,50",8,2,35,42,2,23
"org.apache.tools.ant.taskdefs.Parallel",10,12,24,64,88,1,3,2,2,2,2,335,7,15,9,208,11,0,45,1,0,"3,54",5,"0,75","10,15",14,0,44,132,0,46
"org.apache.tools.ant.taskdefs.Parallel.TaskList",3,1,1,14,15,0,1,1,0,1,1,14,1,1,0,6,1,0,11,0,0,"1,00",1,"1,00","1,00",1,0,3,1,0,1
"org.apache.tools.ant.taskdefs.Parallel.TaskRunnable",4,2,4,18,22,1,1,1,0,1,1,55,7,4,0,35,4,0,11,0,0,"1,20",2,"0,20","2,80",10,2,12,14,0,6
"org.apache.tools.ant.taskdefs.Patch",8,11,15,62,77,0,3,0,0,1,1,169,43,6,9,101,10,0,45,1,0,"2,27",8,"0,91","4,18",24,0,34,46,0,25
"org.apache.tools.ant.taskdefs.PathConvert",18,13,21,72,93,1,3,1,2,1,1,350,50,12,9,182,19,0,45,1,0,"2,29",14,"0,57","4,86",41,7,59,102,0,48
"org.apache.tools.ant.taskdefs.PathConvert.MapEntry",2,2,2,15,17,1,1,1,0,0,1,51,7,2,0,22,3,0,11,0,0,"2,33",5,"1,00","2,33",5,1,9,7,0,7
"org.apache.tools.ant.taskdefs.PathConvert.TargetOs",2,0,2,21,23,0,2,1,0,0,1,13,0,0,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.PreSetDef",11,3,13,59,72,0,4,0,1,2,1,63,18,2,11,39,2,0,49,1,0,"2,67",4,"0,67","6,67",14,0,15,20,0,8
"org.apache.tools.ant.taskdefs.PreSetDef.PreSetDefinition",7,6,9,50,59,294,2,4,0,0,7,156,18,2,7,64,2,0,20,13,0,"1,06",2,"1,00","1,31",6,9,30,21,0,17
"org.apache.tools.ant.taskdefs.ProcessDestroyer",3,3,7,20,27,1,1,3,1,1,1,169,34,7,0,102,6,0,11,0,0,"2,29",5,"0,29","7,00",18,3,29,49,0,16
"org.apache.tools.ant.taskdefs.ProcessDestroyer.ProcessDestroyerImpl",1,2,25,69,94,1,2,1,0,1,1,14,2,1,24,14,1,0,42,1,0,"1,33",2,"0,33","1,33",2,0,5,4,0,4
"org.apache.tools.ant.taskdefs.ProjectHelperTask",4,2,10,53,63,0,3,0,0,1,1,19,7,1,9,14,1,0,45,1,0,"1,50",2,"0,50","3,00",5,0,10,6,0,3
"org.apache.tools.ant.taskdefs.Property",17,28,25,94,119,294,3,6,0,1,1,630,111,16,9,345,38,0,44,2,0,"1,91",16,"0,79","3,74",33,12,99,161,0,82
"org.apache.tools.ant.taskdefs.PropertyHelperTask",8,3,11,56,67,0,3,0,1,1,1,78,18,2,9,54,4,0,45,1,0,"2,80",8,"0,40","5,80",19,2,18,29,0,14
"org.apache.tools.ant.taskdefs.PropertyHelperTask.DelegateElement",5,1,1,16,17,0,1,1,0,0,1,28,2,1,0,17,3,0,11,0,0,"1,25",2,"0,25","1,25",3,2,7,5,0,5
"org.apache.tools.ant.taskdefs.PumpStreamHandler",14,8,8,35,43,294,1,11,1,1,1,235,1,8,0,121,13,3,11,0,0,"1,50",1,"1,50","2,94",5,5,31,53,3,27
"org.apache.tools.ant.taskdefs.PumpStreamHandler.ThreadWithPumper",2,0,25,68,93,294,2,1,0,1,1,15,1,1,24,10,1,0,43,0,0,"1,00",1,"0,50","1,50",2,1,3,3,0,2
"org.apache.tools.ant.taskdefs.Recorder",11,17,15,78,93,0,3,0,2,4,9,235,22,6,9,101,16,0,44,2,0,"1,56",4,"0,89","2,33",12,1,48,42,0,28
"org.apache.tools.ant.taskdefs.Recorder.ActionChoices",2,0,3,21,24,0,2,1,0,0,1,14,0,1,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.Recorder.VerbosityLevelChoices",2,0,2,24,26,0,3,1,0,0,0,6,0,0,2,2,0,0,19,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.RecorderEntry",10,22,7,51,58,0,1,1,0,4,2,290,55,7,0,158,25,0,11,0,0,"1,69",5,"0,81","2,81",14,3,50,73,0,44
"org.apache.tools.ant.taskdefs.Redirector",27,33,36,53,89,1,1,6,1,0,1,851,108,36,0,524,39,0,11,0,0,"2,22",14,"0,95","6,32",68,6,107,259,0,91
"org.apache.tools.ant.taskdefs.Redirector.PropertyOutputStream",1,1,4,37,41,1,3,1,0,3,1,17,2,2,2,17,0,0,23,1,0,"1,50",2,"0,50","3,00",4,0,4,6,0,3
"org.apache.tools.ant.taskdefs.Rename",5,4,13,55,68,0,3,0,0,1,1,56,8,4,9,33,3,0,45,1,0,"1,75",4,"0,75","3,25",10,0,13,13,0,7
"org.apache.tools.ant.taskdefs.Replace",19,20,26,144,170,3,4,3,4,2,2,455,118,16,10,288,27,0,86,1,0,"2,14",13,"0,75","5,93",47,8,104,166,0,60
"org.apache.tools.ant.taskdefs.Replace.FileInput",1,1,5,16,21,3,1,1,0,0,2,58,4,5,0,34,3,0,11,0,0,"1,75",3,"0,25","3,75",7,2,13,15,0,7
"org.apache.tools.ant.taskdefs.Replace.FileOutput",1,3,3,17,20,3,1,1,0,0,2,63,8,3,0,30,4,0,11,0,0,"1,40",3,"0,40","2,40",5,1,15,12,0,7
"org.apache.tools.ant.taskdefs.Replace.NestedString",4,2,2,15,17,0,1,2,0,0,1,35,4,2,0,14,3,0,11,0,0,"1,33",2,"0,67","1,33",2,1,8,4,0,4
"org.apache.tools.ant.taskdefs.Replace.Replacefilter",4,6,6,27,33,3,1,1,0,0,1,201,34,6,0,117,15,0,11,0,0,"1,87",7,"0,27","4,00",17,9,32,60,0,28
"org.apache.tools.ant.taskdefs.ResourceCount",8,6,15,59,74,0,3,0,0,2,1,87,12,6,9,52,6,0,45,1,0,"1,86",3,"0,71","2,86",5,1,18,20,0,13
"org.apache.tools.ant.taskdefs.Retry",6,4,12,56,68,0,3,0,0,2,1,87,18,3,9,56,3,0,45,1,0,"2,50",5,"0,75","8,00",25,0,17,32,0,10
"org.apache.tools.ant.taskdefs.Rmic",25,25,41,172,213,9,4,7,1,2,9,718,1,31,10,374,54,0,86,1,0,"1,62",1,"0,55","2,93",1,30,118,164,0,91
"org.apache.tools.ant.taskdefs.Rmic.ImplementationSpecificArgument",3,1,7,34,41,0,4,2,0,1,1,19,1,0,7,6,1,0,30,0,0,"1,00",1,"1,00","1,00",1,0,2,1,0,1
"org.apache.tools.ant.taskdefs.SQLExec",22,39,51,121,172,1,4,2,3,1,2,897,45,30,21,498,43,0,68,2,0,"2,64",9,"1,00","5,76",19,6,140,259,0,119
"org.apache.tools.ant.taskdefs.SQLExec.DelimiterType",3,0,4,21,25,0,2,2,0,0,1,12,0,2,2,7,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.SQLExec.OnError",2,0,2,21,23,0,2,1,0,0,1,11,0,0,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.SQLExec.Transaction",8,5,2,17,19,1,1,1,0,0,1,78,14,2,0,49,5,0,11,0,0,"2,40",4,"1,00","4,60",13,0,20,23,0,12
"org.apache.tools.ant.taskdefs.SendEmail",1,1,31,87,118,0,4,0,0,1,1,23,2,0,31,5,1,0,80,0,0,"1,00",1,"1,00","1,00",1,0,3,1,0,1
"org.apache.tools.ant.taskdefs.Sequential",7,2,10,54,64,0,3,2,0,2,1,43,9,1,9,19,1,1,45,1,0,"1,50",2,"0,50","4,50",8,0,12,9,1,3
"org.apache.tools.ant.taskdefs.SignJar",17,19,46,105,151,0,4,2,0,1,1,526,59,23,23,253,28,1,69,1,0,"2,10",12,"0,79","4,24",35,10,61,123,1,61
"org.apache.tools.ant.taskdefs.Sleep",3,8,14,61,75,0,3,0,0,1,1,144,8,5,9,59,8,0,45,1,0,"1,20",2,"0,60","1,90",9,1,15,19,0,12
"org.apache.tools.ant.taskdefs.StreamPumper",9,6,12,25,37,294,1,7,0,1,1,205,22,12,0,122,9,0,11,0,0,"2,25",11,"1,00","4,83",35,3,25,58,0,27
"org.apache.tools.ant.taskdefs.SubAnt",18,25,23,83,106,0,3,0,0,1,2,556,114,14,9,313,26,0,40,6,0,"2,44",18,"0,97","5,06",51,7,106,162,0,78
"org.apache.tools.ant.taskdefs.Sync",19,14,12,69,81,1,3,1,2,1,2,378,24,3,9,212,16,0,44,2,0,"2,44",2,"1,28","7,44",2,4,81,134,0,44
"org.apache.tools.ant.taskdefs.Sync.MyCopy",4,1,36,103,139,1,4,1,0,1,4,62,8,1,35,35,2,0,83,3,0,"1,50",3,"1,00","3,17",10,4,12,19,0,9
"org.apache.tools.ant.taskdefs.Sync.SyncTarget",7,2,16,138,154,0,4,1,0,2,3,64,24,1,15,34,3,0,103,1,0,"1,40",3,"0,60","3,60",14,2,28,18,0,7
"org.apache.tools.ant.taskdefs.Tar",30,12,24,139,163,1,4,1,3,2,1,683,7,14,10,422,22,0,86,1,0,"4,09",10,"1,30","10,30",23,11,152,237,0,94
"org.apache.tools.ant.taskdefs.Tar.TarCompressionMethod",3,0,5,23,28,0,2,1,0,0,1,56,7,3,2,27,2,0,17,0,0,"1,67",3,"0,33","3,67",8,2,10,11,0,5
"org.apache.tools.ant.taskdefs.Tar.TarFileSet",6,2,35,212,247,1,7,1,0,4,4,67,6,2,33,29,5,0,161,0,0,"1,14",2,"0,57","1,29",3,3,13,9,0,8
"org.apache.tools.ant.taskdefs.Tar.TarLongFileMode",2,0,9,28,37,0,2,1,0,0,7,65,14,7,2,38,7,0,17,0,0,"1,00",1,"0,00","1,12",2,7,12,9,0,8
"org.apache.tools.ant.taskdefs.TaskOutputStream",1,2,3,24,27,0,2,0,0,3,1,60,8,3,0,30,2,0,15,0,0,"1,67",3,"1,00","4,67",6,0,9,14,0,5
"org.apache.tools.ant.taskdefs.Taskdef",4,0,25,92,117,0,7,0,0,1,0,26,2,0,25,6,0,0,81,0,0,"1,00",1,"0,00","2,00",2,0,3,2,0,1
"org.apache.tools.ant.taskdefs.TempFile",6,7,16,60,76,0,3,1,0,1,1,118,8,7,9,44,8,0,45,1,0,"1,22",3,"0,67","1,56",6,2,17,14,0,11
"org.apache.tools.ant.taskdefs.Touch",21,17,21,70,91,0,3,1,1,1,1,306,62,12,9,196,17,0,45,1,0,"2,13",9,"0,84","4,13",25,1,59,95,0,49
"org.apache.tools.ant.taskdefs.Touch.DateFormatFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.Transform",1,0,49,128,177,0,5,0,0,1,0,10,0,0,49,2,0,0,116,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.Truncate",11,8,21,61,82,0,3,0,0,1,1,151,22,12,9,117,9,0,45,1,0,"2,50",6,"0,80","5,60",21,2,31,56,0,25
"org.apache.tools.ant.taskdefs.Tstamp",7,3,11,55,66,1,3,3,2,1,1,63,12,2,9,37,3,0,45,1,0,"1,50",1,"0,75","5,00",1,1,20,20,0,6
"org.apache.tools.ant.taskdefs.Tstamp.CustomFormat",10,8,8,21,29,1,1,3,0,0,1,159,20,8,0,86,8,0,11,0,0,"2,00",7,"1,11","4,22",18,0,31,38,0,18
"org.apache.tools.ant.taskdefs.Tstamp.Unit",2,0,12,23,35,0,2,1,0,0,2,52,12,10,2,40,2,0,17,0,0,"1,00",1,"0,00","4,00",8,2,10,12,0,3
"org.apache.tools.ant.taskdefs.Typedef",3,0,25,91,116,294,6,2,0,1,0,24,0,0,25,2,0,1,81,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,1,0
"org.apache.tools.ant.taskdefs.Unpack",10,10,12,63,75,0,3,2,0,1,1,149,n/a,3,9,88,9,2,45,1,0,"1,90",5,"0,58","3,70",10,2,36,37,2,19
"org.apache.tools.ant.taskdefs.Untar",11,5,21,81,102,0,4,0,1,1,2,126,6,1,20,77,2,0,65,3,0,"1,67",3,"1,67","5,50",14,0,34,33,0,10
"org.apache.tools.ant.taskdefs.Untar.UntarCompressionMethod",5,0,5,23,28,0,2,1,0,0,1,66,6,3,2,33,2,0,17,0,0,"2,33",5,"0,67","5,00",12,2,11,15,0,7
"org.apache.tools.ant.taskdefs.UpToDate",18,7,16,65,81,294,3,1,0,2,1,214,47,7,9,136,12,0,45,1,0,"2,38",12,"0,62","4,77",29,6,42,62,0,31
"org.apache.tools.ant.taskdefs.VerifyJar",11,3,28,79,107,0,4,0,2,1,1,99,4,5,23,64,2,0,69,1,0,"3,33",6,"0,67","12,33",22,0,27,37,0,10
"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilter",3,1,1,16,17,0,1,1,0,1,1,18,2,1,0,15,2,0,10,1,0,"1,33",2,"0,33","1,67",2,2,6,5,0,4
"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader",1,2,4,32,36,0,2,1,0,3,1,27,4,2,2,21,3,0,18,1,0,"1,00",1,"0,80","1,40",3,2,10,7,0,5
"org.apache.tools.ant.taskdefs.WaitFor",8,8,18,58,76,1,3,3,1,1,1,173,10,13,5,80,10,1,42,0,0,"1,42",2,"0,50","2,50",3,2,26,30,1,17
"org.apache.tools.ant.taskdefs.WaitFor.Unit",3,0,10,23,33,1,2,2,0,0,2,48,10,8,2,28,2,0,17,0,0,"1,00",1,"0,00","3,33",6,2,10,10,0,3
"org.apache.tools.ant.taskdefs.War",9,9,63,235,298,0,6,0,0,2,6,186,21,5,58,89,6,0,169,3,0,"1,60",5,"1,10","3,40",11,0,28,34,0,16
"org.apache.tools.ant.taskdefs.WhichResource",7,7,13,59,72,0,3,0,0,1,1,152,26,4,9,91,7,0,45,1,0,"2,62",7,"0,62","5,75",25,1,26,46,0,21
"org.apache.tools.ant.taskdefs.XSLTLiaison",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.XSLTLiaison2",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.XSLTLiaison3",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.XSLTLiaison4",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
