Class,CBO,Command,CSA,CSO,CSOA,Cyclic,DIT,Dpt,Inner,Inner,LCOM,LOC,MPC,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,Query,RFC,STAT,SUB,WMC
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.TypeAttribute",2,0,2,21,23,0,2,1,0,0,1,11,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.junit.IgnoredTestListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.IgnoredTestResult",4,4,3,7,10,0,1,2,0,0,1,62,11,3,0,38,6,0,0,0,0,"1,57",2,"0,71","2,14",3,2,14,15,0,11
"org.apache.tools.ant.taskdefs.optional.junit.JUnit4TestMethodAdapter",3,1,4,19,23,0,1,0,1,0,2,85,25,4,0,64,5,0,10,1,0,"2,14",3,"0,43","4,71",9,5,18,33,0,15
"org.apache.tools.ant.taskdefs.optional.junit.JUnit4TestMethodAdapter.MultipleMethodsFilter",2,0,3,3,6,0,1,1,0,0,1,60,25,3,0,60,2,0,0,0,0,"5,00",7,"1,00","12,33",14,2,11,37,0,15
"org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask",43,59,51,136,187,3,3,6,7,1,1,1.808,14,42,9,1.062,77,0,39,7,0,"2,48",10,"1,11","6,55",12,25,312,563,0,213
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.ForkMode",2,0,5,23,28,0,2,1,0,0,1,35,3,3,2,16,1,0,17,0,0,"1,00",1,"0,33","1,33",2,1,5,4,0,3
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.ForkedTestConfiguration",3,0,5,16,21,0,1,1,0,0,0,76,9,5,0,48,0,0,9,2,0,"2,00",4,"1,75","2,75",5,2,11,11,0,8
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.JUnitLogOutputStream",5,1,5,37,42,3,4,1,0,3,1,31,4,1,4,15,0,0,24,1,0,"1,50",2,"2,00","2,50",3,0,6,5,0,3
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.JUnitLogStreamHandler",5,0,7,36,43,3,2,1,0,1,0,16,1,0,7,6,0,0,24,0,0,"1,00",1,"3,00","1,00",1,0,4,1,0,1
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.JunitTestThread",2,1,3,15,18,3,1,1,0,1,1,32,1,3,0,17,1,0,11,0,0,"1,00",1,"1,50","3,00",3,0,3,6,0,2
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.SummaryAttribute",2,0,2,22,24,0,2,1,0,0,2,25,5,0,2,14,2,0,17,0,0,"1,00",1,"0,00","1,50",2,2,4,3,0,2
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.TestResultHolder",3,0,3,12,15,0,1,1,0,0,0,13,0,3,0,5,0,0,11,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitResultFormatterMirror",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.SummaryJUnitResultFormatterMirror",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl",11,1,1,19,20,0,1,0,1,1,3,43,2,1,0,26,3,0,11,0,0,"1,00",1,"3,50","2,50",1,2,10,10,0,4
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest",4,1,3,6,9,0,1,3,0,0,4,25,2,3,0,25,5,0,0,0,0,"1,00",1,"0,67","1,33",3,4,7,8,0,6
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest",25,11,25,67,92,0,2,19,0,1,9,469,39,12,13,250,26,0,33,1,0,"2,03",24,"1,03","4,53",67,16,64,145,0,65
"org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner",24,23,24,63,87,0,1,6,0,1,2,1.124,312,24,0,791,34,1,11,0,0,"2,75",25,"2,21","7,63",110,11,158,435,1,157
"org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper",6,0,3,15,18,0,1,5,0,0,1,141,38,3,0,91,3,0,11,0,0,"4,67",6,"1,00","15,33",19,3,15,46,0,14
"org.apache.tools.ant.taskdefs.optional.junit.OutErrSummaryJUnitResultFormatter",1,0,5,33,38,0,2,0,0,3,0,14,2,0,5,7,0,0,22,0,0,"1,00",1,"0,00","2,00",2,0,3,2,0,1
"org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter",8,15,9,36,45,0,1,0,0,3,1,254,84,9,0,177,15,0,11,0,0,"1,75",6,"1,38","6,31",40,0,54,101,0,28
"org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter",6,12,6,32,38,0,1,2,0,3,5,167,53,6,0,95,12,1,11,0,0,"1,46",6,"1,15","3,54",28,0,34,46,1,19
"org.apache.tools.ant.taskdefs.optional.junit.TearDownOnVmCrash",4,11,1,29,30,0,1,0,0,2,9,101,23,1,0,65,11,0,11,0,0,"1,55",5,"1,18","2,18",19,0,25,24,0,17
"org.apache.tools.ant.taskdefs.optional.junit.TestIgnored",1,0,1,14,15,0,1,1,0,0,1,9,0,1,0,9,1,0,11,0,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.taskdefs.optional.junit.TestListenerWrapper",2,6,1,21,22,0,1,1,0,1,1,29,7,1,0,29,6,1,11,0,0,"1,29",2,"1,43","1,43",2,0,10,10,1,9
"org.apache.tools.ant.taskdefs.optional.junit.XMLConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter",10,15,10,39,49,0,1,0,0,4,1,277,101,10,0,182,18,0,11,0,0,"1,89",4,"1,26","5,26",18,3,64,100,0,36
"org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator",16,6,19,62,81,2,3,3,0,2,1,258,69,10,9,147,10,0,45,1,0,"2,09",4,"0,64","7,82",25,5,69,86,0,23
"org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii",8,2,0,18,18,6,1,2,0,1,1,75,n/a,0,0,26,3,2,11,0,0,"1,25",2,"2,20","2,50",4,2,12,10,2,5
"org.apache.tools.ant.taskdefs.optional.native2ascii.KaffeNative2Ascii",8,1,2,21,23,6,2,1,0,1,2,56,9,2,0,36,2,0,13,1,0,"2,00",2,"1,33","5,67",8,2,12,17,0,6
"org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory",10,0,0,16,16,6,1,1,0,0,1,86,12,0,0,37,4,0,11,0,0,"2,25",4,"1,75","3,00",7,4,11,12,0,9
"org.apache.tools.ant.taskdefs.optional.native2ascii.SunNative2Ascii",7,1,1,20,21,6,2,1,0,1,2,42,10,1,0,30,1,0,13,1,0,"2,00",2,"2,00","6,50",10,1,14,13,0,4
"org.apache.tools.ant.taskdefs.optional.net.FTP",24,48,64,120,184,5,3,7,6,2,1,1.396,7,55,9,902,61,2,45,1,0,"2,69",7,"1,16","6,75",20,14,147,459,6,183
"org.apache.tools.ant.taskdefs.optional.net.FTP.Action",2,0,3,22,25,5,2,1,0,0,2,45,13,1,2,30,2,0,17,0,0,"5,00",9,"0,00","9,50",18,2,5,19,0,10
"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner",13,8,36,103,139,5,2,4,2,3,1,435,8,6,30,341,11,0,48,1,0,"5,08",4,"1,15","15,23",10,4,72,198,0,66
"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.AntFTPFile",9,1,7,31,38,5,1,2,0,0,2,305,54,7,0,175,16,1,10,1,0,"2,16",6,"0,63","5,11",27,16,33,97,1,41
"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.AntFTPRootFile",4,0,8,34,42,5,2,1,0,0,2,38,8,1,7,19,0,0,24,2,0,"1,00",1,"0,67","2,67",6,2,9,8,0,3
"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPFileProxy",3,0,7,83,90,0,2,1,0,2,5,109,9,3,4,60,0,0,49,11,0,"1,31",2,"0,15","2,15",6,11,15,28,0,17
"org.apache.tools.ant.taskdefs.optional.net.FTP.FTPSystemType",2,0,3,22,25,0,2,1,0,0,2,22,1,1,2,14,2,0,17,0,0,"1,00",1,"0,00","2,00",3,2,3,4,0,2
"org.apache.tools.ant.taskdefs.optional.net.FTP.Granularity",2,0,3,23,26,5,2,1,0,0,3,50,5,1,2,24,3,0,17,0,0,"2,00",4,"0,33","3,67",7,3,7,11,0,6
"org.apache.tools.ant.taskdefs.optional.net.FTP.LanguageCode",2,0,3,23,26,0,2,1,0,0,3,29,7,1,2,22,3,0,17,0,0,"1,33",2,"0,00","4,33",9,3,8,13,0,4
"org.apache.tools.ant.taskdefs.optional.net.FTPConfigurator",5,0,0,13,13,0,1,2,0,0,1,71,24,0,0,54,1,0,11,0,0,"8,00",8,"2,00","32,00",32,1,10,32,0,8
"org.apache.tools.ant.taskdefs.optional.net.FTPTask",18,39,59,134,193,2,3,5,3,2,20,710,1,50,9,425,75,0,45,1,0,"1,28",2,"0,49","1,82",10,37,104,138,0,97
"org.apache.tools.ant.taskdefs.optional.net.FTPTask.Action",2,0,3,22,25,2,2,1,0,0,2,45,13,1,2,30,2,0,17,0,0,"5,00",9,"0,00","9,50",18,2,5,19,0,10
"org.apache.tools.ant.taskdefs.optional.net.FTPTask.FTPSystemType",2,0,3,22,25,0,2,1,0,0,2,22,1,1,2,14,2,0,17,0,0,"1,00",1,"0,00","2,00",3,2,3,4,0,2
"org.apache.tools.ant.taskdefs.optional.net.FTPTask.Granularity",3,0,3,23,26,2,2,2,0,0,3,50,5,1,2,24,3,0,17,0,0,"2,00",4,"0,33","3,67",7,3,7,11,0,6
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskConfig",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirror",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl",19,12,9,33,42,3,1,3,2,1,1,858,355,9,0,643,19,0,11,0,0,"4,88",11,"1,95","14,62",29,7,123,380,0,127
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl.FTPDirectoryScanner",13,8,36,103,139,3,2,2,2,3,1,436,8,6,30,342,11,0,48,1,0,"5,08",4,"1,15","15,23",10,4,74,198,0,66
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl.FTPDirectoryScanner.AntFTPFile",10,1,7,31,38,3,1,2,0,0,2,309,62,7,0,179,16,1,10,1,0,"2,16",6,"0,63","5,16",27,16,34,98,1,41
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl.FTPDirectoryScanner.AntFTPRootFile",5,0,8,34,42,3,2,1,0,0,2,38,8,1,7,19,0,0,24,2,0,"1,00",1,"0,67","2,67",6,2,9,8,0,3
"org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl.FTPFileProxy",3,0,7,83,90,0,2,1,0,2,5,109,9,3,4,60,0,0,49,11,0,"1,31",2,"0,15","2,15",6,11,15,28,0,17
"org.apache.tools.ant.taskdefs.optional.net.MimeMail",3,1,31,87,118,0,4,0,0,1,1,21,3,0,31,8,0,0,78,1,0,"1,00",1,"0,00","2,00",2,0,4,2,0,1
"org.apache.tools.ant.taskdefs.optional.net.RExecTask",6,10,18,63,81,4,3,1,4,1,1,200,79,9,9,102,11,0,45,1,0,"1,75",6,"0,75","4,00",21,2,25,48,0,21
"org.apache.tools.ant.taskdefs.optional.net.RExecTask.AntRExecClient",8,4,0,4,4,4,1,4,0,0,1,128,59,0,0,101,4,0,0,0,0,"4,75",10,"1,50","14,75",31,0,26,59,0,19
"org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecRead",4,3,2,18,20,4,2,1,0,0,1,33,1,1,1,15,2,0,13,1,0,"1,33",2,"1,00","1,33",2,0,4,4,0,4
"org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecSubTask",7,3,1,15,16,4,1,3,0,0,2,32,3,1,0,13,3,2,11,0,0,"1,00",1,"1,00","1,00",1,0,6,3,2,3
"org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecWrite",4,2,2,17,19,4,2,1,0,0,1,23,1,1,1,10,1,0,13,1,0,"1,00",1,"1,00","1,00",1,0,3,2,0,2
"org.apache.tools.ant.taskdefs.optional.net.SetProxy",6,10,18,61,79,0,3,1,1,1,1,214,1,9,9,105,9,0,45,1,0,"2,10",1,"0,70","5,90",1,0,18,59,0,21
"org.apache.tools.ant.taskdefs.optional.net.SetProxy.ProxyAuth",1,0,9,25,34,0,2,1,0,0,1,12,1,1,8,9,0,0,19,1,0,"1,00",1,"1,00","1,00",1,1,4,2,0,2
"org.apache.tools.ant.taskdefs.optional.net.TelnetTask",6,8,18,61,79,4,3,1,4,1,1,170,32,9,9,88,9,0,45,1,0,"1,80",1,"0,70","4,20",3,2,20,42,0,18
"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient",8,3,0,3,3,4,1,4,0,0,1,77,32,0,0,55,3,0,0,0,0,"3,00",6,"1,67","9,67",21,0,23,29,0,9
"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead",4,3,2,18,20,4,2,1,0,0,1,33,1,1,1,15,2,0,13,1,0,"1,33",2,"1,00","1,33",2,0,4,4,0,4
"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask",7,3,1,15,16,4,1,3,0,0,2,32,3,1,0,13,3,2,11,0,0,"1,00",1,"1,00","1,00",1,0,6,3,2,3
"org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite",4,2,2,17,19,4,2,1,0,0,1,23,1,1,1,10,1,0,13,1,0,"1,00",1,"1,00","1,00",1,0,3,2,0,2
"org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs",13,18,29,87,116,0,3,0,0,1,2,568,162,20,9,341,34,0,45,1,0,"1,78",20,"0,58","4,75",76,17,106,171,0,64
"org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject",1,1,1,15,16,0,1,1,0,0,1,24,1,1,0,12,2,0,11,0,0,"1,00",1,"0,33","1,00",1,1,4,3,0,3
"org.apache.tools.ant.taskdefs.optional.script.ScriptDef",16,12,19,83,102,1,5,1,2,1,1,258,53,6,13,155,13,0,60,2,0,"2,13",12,"1,07","5,33",35,3,58,80,0,32
"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.Attribute",1,1,1,13,14,0,1,1,0,0,1,15,1,1,0,6,1,0,11,0,0,"1,00",1,"1,00","1,00",1,0,2,1,0,1
"org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement",1,3,3,15,18,0,1,1,0,0,3,41,1,3,0,14,3,0,11,0,0,"1,00",1,"1,00","1,00",1,0,4,3,0,3
"org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase",7,4,12,60,72,1,3,1,0,4,3,90,18,3,9,48,6,0,45,1,0,"1,57",3,"0,71","3,29",8,3,20,23,0,11
"org.apache.tools.ant.taskdefs.optional.sos.SOS",16,19,27,88,115,0,3,5,0,2,6,404,n/a,18,9,202,35,4,45,1,0,"1,44",5,"0,46","2,42",19,18,63,87,4,52
"org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin",5,3,26,92,118,0,4,1,0,2,4,73,28,0,26,31,4,0,82,0,0,"1,50",3,"0,75","4,50",15,1,15,18,0,6
"org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout",5,2,26,91,117,0,4,1,0,2,3,58,21,0,26,24,3,0,82,0,0,"1,33",2,"0,67","4,67",12,1,12,14,0,4
"org.apache.tools.ant.taskdefs.optional.sos.SOSCmd",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.sos.SOSGet",5,4,26,93,119,0,4,1,0,2,5,87,35,0,26,38,5,0,82,0,0,"1,60",4,"0,80","4,40",18,1,18,22,0,8
"org.apache.tools.ant.taskdefs.optional.sos.SOSLabel",7,3,26,92,118,0,4,1,0,2,4,61,24,0,26,28,4,0,82,0,0,"1,50",3,"0,75","4,00",13,1,16,16,0,6
"org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer",4,13,6,34,40,0,1,1,0,3,8,182,37,6,0,107,13,0,11,0,0,"1,57",4,"1,57","3,43",22,0,38,48,0,22
"org.apache.tools.ant.taskdefs.optional.sound.SoundTask",5,2,11,56,67,0,3,0,1,1,2,64,10,2,9,32,2,0,44,2,0,"1,40",3,"0,00","2,40",8,2,14,12,0,7
"org.apache.tools.ant.taskdefs.optional.sound.SoundTask.BuildAlert",5,3,3,18,21,0,1,1,0,0,3,81,10,3,0,46,6,0,11,0,0,"1,83",6,"0,50","4,17",20,3,19,25,0,11
"org.apache.tools.ant.taskdefs.optional.splash.SplashScreen",3,11,125,698,823,0,5,1,0,9,1,115,48,7,118,113,12,0,600,0,0,"1,44",4,"1,31","3,69",29,1,48,59,0,23
"org.apache.tools.ant.taskdefs.optional.splash.SplashTask",8,11,20,62,82,0,3,1,0,1,1,231,49,11,9,155,10,0,45,1,0,"2,00",12,"0,91","7,09",68,0,51,78,0,22
"org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage",8,6,5,25,30,1,1,6,1,0,8,187,n/a,5,0,108,10,2,11,0,0,"1,92",2,"1,08","3,85",3,5,29,50,4,25
"org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage.ProgressMonitor",1,2,3,16,19,1,1,1,0,0,2,22,1,3,0,22,4,0,11,0,0,"1,00",1,"1,25","1,75",3,2,5,7,0,4
"org.apache.tools.ant.taskdefs.optional.ssh.Directory",3,2,4,27,31,0,1,3,0,0,3,148,19,4,0,79,11,0,9,2,0,"1,40",3,"0,53","2,33",7,11,32,35,0,21
"org.apache.tools.ant.taskdefs.optional.ssh.LogListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.ssh.SSHBase",9,11,16,70,86,0,3,4,0,2,2,185,n/a,7,9,91,16,3,45,1,0,"1,15",4,"0,56","1,85",14,6,32,37,3,23
"org.apache.tools.ant.taskdefs.optional.ssh.SSHExec",12,20,36,91,127,0,4,0,0,2,1,435,88,21,15,286,19,0,62,1,0,"2,82",16,"1,10","6,36",41,0,69,140,0,62
"org.apache.tools.ant.taskdefs.optional.ssh.SSHSession",9,5,23,78,101,2,4,2,3,2,2,178,1,8,15,129,7,0,62,1,0,"3,12",2,"0,50","9,38",4,3,47,75,0,25
"org.apache.tools.ant.taskdefs.optional.ssh.SSHSession.LocalTunnel",2,3,3,19,22,2,1,1,0,0,3,35,2,3,0,35,6,0,11,0,0,"1,57",2,"0,43","2,29",5,3,11,16,0,11
"org.apache.tools.ant.taskdefs.optional.ssh.SSHSession.NestedSequential",3,1,1,15,16,0,1,1,0,1,1,21,1,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,4,2,0,2
"org.apache.tools.ant.taskdefs.optional.ssh.SSHSession.RemoteTunnel",2,3,3,19,22,2,1,1,0,0,3,35,2,3,0,35,6,0,11,0,0,"1,57",2,"0,43","2,29",5,3,11,16,0,11
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo",5,6,5,32,37,0,1,4,0,0,10,171,2,5,0,78,18,0,11,0,0,"1,05",2,"0,90","1,30",5,12,21,26,0,21
"org.apache.tools.ant.taskdefs.optional.ssh.Scp",17,21,26,96,122,0,4,1,0,2,1,413,122,11,15,316,24,0,60,2,0,"2,54",10,"1,12","6,65",24,5,91,173,0,66
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage",4,5,11,38,49,0,2,2,0,0,1,252,66,7,4,194,8,1,21,0,0,"2,54",9,"2,54","7,92",27,3,49,103,1,33
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp",4,3,13,43,56,0,3,1,0,0,1,162,59,5,8,126,2,0,22,1,0,"3,33",7,"3,50","10,50",22,0,30,63,0,20
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage",5,8,13,44,57,0,2,2,0,0,1,262,74,9,4,180,12,1,21,0,0,"1,74",6,"1,63","5,05",34,4,46,96,1,33
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp",4,6,13,57,70,0,3,1,0,0,1,223,64,4,9,169,5,0,25,3,0,"2,15",6,"1,85","6,46",26,2,31,84,0,28
"org.apache.tools.ant.taskdefs.optional.testing.BlockFor",6,2,11,62,73,0,4,1,0,1,1,42,7,1,10,17,1,0,51,1,0,"1,00",1,"0,50","1,50",2,0,11,6,0,4
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException",4,0,7,66,73,0,5,2,0,1,0,82,6,1,6,23,0,0,30,0,0,"1,00",1,"1,57","0,86",1,0,13,6,0,7
"org.apache.tools.ant.taskdefs.optional.testing.Funtest",14,19,34,77,111,0,3,0,1,1,1,469,4,25,9,216,25,0,45,1,0,"1,65",1,"0,88","4,12",1,7,50,107,0,43
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.NestedCondition",4,0,5,48,53,0,3,1,0,2,1,9,4,0,5,9,1,0,42,0,0,"2,00",2,"0,00","3,00",3,1,6,3,0,2
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask",11,4,49,134,183,0,5,2,0,1,5,65,n/a,0,49,30,1,2,112,4,0,"1,17",2,"0,67","1,50",3,1,18,9,2,7
"org.apache.tools.ant.taskdefs.optional.unix.Chgrp",7,3,50,138,188,0,6,0,0,1,2,46,7,1,49,22,1,0,118,2,0,"1,25",2,"0,50","1,75",3,0,11,7,0,5
"org.apache.tools.ant.taskdefs.optional.unix.Chown",7,3,50,138,188,0,6,0,0,1,2,46,7,1,49,22,1,0,118,2,0,"1,25",2,"0,50","1,75",3,0,11,7,0,5
"org.apache.tools.ant.taskdefs.optional.unix.Symlink",14,19,19,76,95,0,4,0,0,2,2,517,114,9,10,285,18,0,46,3,0,"2,19",7,"0,76","8,14",34,2,87,171,0,46
"org.apache.tools.ant.taskdefs.optional.vss.MSVSS",22,28,35,105,140,0,3,9,2,2,14,659,n/a,26,9,360,52,8,45,1,0,"1,92",3,"0,57","3,23",10,26,100,171,8,102
"org.apache.tools.ant.taskdefs.optional.vss.MSVSS.CurrentModUpdated",6,0,2,21,23,0,2,4,0,0,1,12,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.vss.MSVSS.WritableFiles",6,0,2,21,23,0,2,4,0,0,1,12,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD",8,5,36,112,148,0,4,1,0,2,5,86,29,1,35,37,6,0,93,1,0,"1,14",2,"0,71","2,71",13,2,24,19,0,8
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN",8,5,35,111,146,0,4,1,0,2,6,80,33,0,35,34,6,0,94,0,0,"1,17",2,"0,83","3,17",14,1,26,19,0,7
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT",10,9,35,115,150,0,4,1,0,2,10,127,43,0,35,48,10,0,94,0,0,"1,10",2,"0,90","2,50",16,1,36,25,0,11
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSCP",7,1,35,107,142,0,4,1,0,2,2,40,16,0,35,18,2,0,94,0,0,"1,50",2,"0,50","5,50",10,1,13,11,0,3
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE",7,3,35,109,144,0,4,1,0,2,4,60,24,0,35,26,4,0,94,0,0,"1,25",2,"0,75","3,75",12,1,19,15,0,5
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET",10,10,35,116,151,0,4,1,0,2,11,133,47,0,35,51,11,0,94,0,0,"1,09",2,"0,91","2,36",16,1,39,26,0,12
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY",9,10,35,116,151,0,4,1,1,2,11,144,0,0,35,63,11,0,94,0,0,"1,55",5,"0,91","3,18",10,1,39,35,0,17
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.BriefCodediffNofile",3,0,2,21,23,0,2,1,0,0,1,12,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
